Quarterly figures are available in the 2.1.1 tab and annual figures are avaliable in the 2.1.2 tab.,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
"Note 1. Aggregate of individual solid fuels, gas, electricity and liquid fuels indices.",,,,,,,,,,,,,,,,
"Note 2. ULSP, ULSD & motor oil. Other fuels are as defined by ONS. See the Methodology tab for further details.",,,,,,,,,,,,,,,,
Note 3. ONS update the GDP Deflator on a regular basis.  As such the real terms price indices are subject to regular revisions to the whole series.,,,,,,,,,,,,,,,,
"             As the quarterly GDP deflator is used for months with a quarter, real price indices will be updated once a quarter's GDP deflator is available and are therefore less timely than the current price indices.",,,,,,,,,,,,,,,,
"Freeze panes are turned on. To turn off freeze panes select the 'View' ribbon then 'Freeze Panes' then 'Unfreeze Panes' or use [Alt,W,F]",,,,,,,,,,,,,,,,
Please see the cover sheet for a proposed methodology change to this table,,,,,,,,,,,,,,,,
Source: Office for National Statistics (ONS),,,,,,,,,,,,,,,,
Year and dataset code row,Month,Current price indices: Solid fuels,Current price indices: Gas ,Current price indices: Electricity ,Current price indices: Liquid fuels,"Current price indices: Domestic fuels
[Note 1]","Current price indices: Motor fuel & oil
[Note 2]","Current price indices: All Items CPI 2010=100
",Real price indices: Solid fuels [Note 3],Real price indices: Gas [Note 3],Real price indices: Electricity [Note 3],Real price indices: Liquid fuels [Note 3],"Real price indices: Domestic fuels
[Note 1, 3]","Real price indices: Motor fuel & oil
[Note 2, 3]","Real price indices: All Items CPI 2010=100
[Note 3]",GDP Deflator     2010=100 [Note 3]
Dataset identifier code,,D7DW,D7DU,D7DT,D7DV,D7CH,D7EC,D7BT,,,,,,,,
1991,January,39.500567536889896,40.105540897097626,53.52112676056338,42.027800490596896,46.46983311938382,35.20992366412214,64.20581655480984,61.1,62.1,82.8,65,71.9,54.5,99.4,64.62395543175488
1991,February,39.500567536889896,40.36939313984169,53.52112676056338,40.88307440719542,46.46983311938382,34.06488549618321,64.5413870246085,61.1,62.5,82.8,63.3,71.9,52.7,99.9,64.62395543175488
1991,March,39.61407491486947,40.36939313984169,53.52112676056338,32.62469337694194,45.9563543003851,34.35114503816794,64.76510067114093,61.3,62.5,82.8,50.5,71.1,53.2,100.2,64.62395543175488
1991,April,39.72758229284904,40.50131926121372,54.41741357234315,30.662305805396567,46.34146341463414,38.07251908396946,67.00223713646531,60.4,61.6,82.8,46.6,70.5,57.9,101.9,65.73816155988858
1991,May,37.79795686719637,40.89709762532981,56.20998719590269,31.398201144726084,47.240051347881895,39.02671755725191,67.4496644295302,57.5,62.2,85.5,47.8,71.9,59.4,102.6,65.73816155988858
1991,June,37.230419977298524,41.29287598944592,58.002560819462225,30.907604251839736,48.01026957637997,38.74045801526718,67.78523489932886,56.6,62.8,88.2,47,73,58.9,103.1,65.73816155988858
1991,July,37.116912599318965,41.556728232189975,59.1549295774648,30.662305805396567,48.65211810012837,39.217557251908396,67.67337807606265,55.9,62.6,89,46.2,73.2,59,101.9,66.43454038997216
1991,August,39.046538024971625,41.556728232189975,59.1549295774648,30.98937040065413,48.78048780487805,39.02671755725191,68.12080536912751,58.8,62.6,89,46.6,73.4,58.7,102.5,66.43454038997216
1991,September,39.84108967082861,41.556728232189975,59.1549295774648,32.29762878168438,48.90885750962772,38.3587786259542,68.34451901565996,60,62.6,89,48.6,73.6,57.7,102.9,66.43454038997216
1991,October,40.06810442678774,41.556728232189975,59.1549295774648,31.888798037612432,48.90885750962772,38.74045801526718,68.56823266219239,59.7,61.9,88.1,47.5,72.9,57.7,102.1,67.13091922005572
1991,November,41.089670828603865,41.556728232189975,59.1549295774648,32.62469337694194,49.0372272143774,38.54961832061068,68.79194630872483,61.2,61.9,88.1,48.6,73,57.4,102.5,67.13091922005572
1991,December,41.20317820658343,41.556728232189975,59.1549295774648,30.417007358953395,48.90885750962772,38.07251908396946,68.90380313199105,61.4,61.9,88.1,45.3,72.9,56.7,102.6,67.13091922005572
1992,January,41.316685584563,41.556728232189975,59.1549295774648,28.372853638593625,48.78048780487805,36.545801526717554,68.68008948545861,60.8,61.1,87,41.7,71.8,53.8,101,67.96657381615599
1992,February,41.316685584563,41.556728232189975,59.1549295774648,29.02698282910875,48.90885750962772,36.92748091603054,69.01565995525726,60.8,61.1,87,42.7,72,54.3,101.5,67.96657381615599
1992,March,41.316685584563,41.556728232189975,59.1549295774648,28.045789043336057,48.78048780487805,37.5,69.35123042505592,60.8,61.1,87,41.3,71.8,55.2,102,67.96657381615599
1992,April,41.316685584563,41.556728232189975,59.28297055057619,27.88225674570728,48.90885750962772,38.835877862595424,70.13422818791946,60.5,60.9,86.9,40.9,71.7,56.9,102.8,68.24512534818942
1992,May,40.97616345062429,41.556728232189975,59.667093469910384,28.209321340964845,49.0372272143774,39.31297709923665,70.35794183445189,60,60.9,87.4,41.3,71.9,57.6,103.1,68.24512534818942
1992,June,39.38706015891034,41.556728232189975,60.179257362355955,27.964022894521673,49.0372272143774,39.217557251908396,70.35794183445189,57.7,60.9,88.2,41,71.9,57.5,103.1,68.24512534818942
1992,July,39.38706015891034,41.29287598944592,60.43533930857875,28.045789043336057,49.16559691912708,39.12213740458015,70.02237136465325,57.8,60.6,88.7,41.2,72.2,57.4,102.8,68.10584958217271
1992,August,39.273552780930764,40.89709762532981,60.43533930857875,27.22812755519215,48.90885750962772,38.645038167938935,70.13422818791946,57.7,60,88.7,40,71.8,56.7,103,68.10584958217271
1992,September,40.862656072644725,40.50131926121372,60.43533930857875,26.492232215862632,48.78048780487805,38.26335877862596,70.35794183445189,60,59.5,88.7,38.9,71.6,56.2,103.3,68.10584958217271
1992,October,41.43019296254257,40.105540897097626,60.43533930857875,30.253475061324615,48.78048780487805,39.408396946564885,70.58165548098434,60.5,58.5,88.2,44.2,71.2,57.5,103,68.52367688022285
1992,November,41.65720771850171,39.84168865435356,60.43533930857875,32.052330335241216,48.90885750962772,40.17175572519084,70.58165548098434,60.8,58.1,88.2,46.8,71.4,58.6,103,68.52367688022285
1992,December,41.65720771850171,39.5778364116095,60.43533930857875,31.07113654946852,48.65211810012837,40.55343511450381,70.69351230425056,60.8,57.8,88.2,45.3,71,59.2,103.2,68.52367688022285
1993,January,41.65720771850171,39.44591029023747,60.43533930857875,31.234668847097304,48.65211810012837,39.408396946564885,70.24608501118567,59.7,56.5,86.6,44.8,69.7,56.5,100.7,69.77715877437326
1993,February,41.65720771850171,39.44591029023747,60.43533930857875,31.316434995911692,48.65211810012837,40.17175572519084,70.69351230425056,59.7,56.5,86.6,44.9,69.7,57.6,101.3,69.77715877437326
1993,March,41.65720771850171,39.44591029023747,60.43533930857875,32.461161079313165,48.65211810012837,40.55343511450381,71.14093959731544,59.7,56.5,86.6,46.5,69.7,58.1,102,69.77715877437326
1993,April,41.543700340522136,39.44591029023747,60.30729833546735,31.316434995911692,48.52374839537868,42.36641221374045,71.92393736017895,59.7,56.6,86.6,45,69.7,60.8,103.3,69.63788300835655
1993,May,39.84108967082861,39.44591029023747,59.79513444302178,30.907604251839736,48.26700898587933,42.36641221374045,72.1476510067114,57.2,56.6,85.9,44.4,69.3,60.8,103.6,69.63788300835655
1993,June,39.61407491486947,39.44591029023747,59.53905249679898,30.17170891251022,48.01026957637997,42.843511450381676,72.1476510067114,56.9,56.6,85.5,43.3,68.9,61.5,103.6,69.63788300835655
1993,July,39.61407491486947,39.44591029023747,59.28297055057619,29.844644317252655,48.01026957637997,42.36641221374045,71.81208053691275,56.3,56.1,84.3,42.4,68.3,60.2,102.1,70.33426183844011
1993,August,39.500567536889896,39.44591029023747,59.28297055057619,29.108748977923142,47.88189987163029,42.08015267175573,72.1476510067114,56.2,56.1,84.3,41.4,68.1,59.8,102.6,70.33426183844011
1993,September,41.43019296254257,39.44591029023747,59.411011523687584,29.27228127555192,48.01026957637997,42.270992366412216,72.48322147651007,58.9,56.1,84.5,41.6,68.3,60.1,103.1,70.33426183844011
1993,October,41.88422247446084,39.44591029023747,59.411011523687584,30.74407195421096,48.138639281129656,41.79389312977099,72.37136465324384,59,55.5,83.6,43.3,67.8,58.8,101.9,71.03064066852369
1993,November,41.543700340522136,39.44591029023747,59.28297055057619,30.58053965658217,48.138639281129656,41.69847328244275,72.25950782997762,58.5,55.5,83.5,43.1,67.8,58.7,101.7,71.03064066852369
1993,December,41.997729852440415,39.44591029023747,59.1549295774648,30.17170891251022,48.01026957637997,43.3206106870229,72.37136465324384,59.1,55.5,83.3,42.5,67.6,61,101.9,71.03064066852369
1994,January,42.11123723041998,39.44591029023747,59.0268886043534,29.435813573180702,47.88189987163029,43.12977099236642,72.1476510067114,58.9,55.2,82.6,41.2,67,60.4,101,71.44846796657382
1994,February,41.997729852440415,39.44591029023747,58.64276568501921,28.781684382665578,47.753530166880616,43.034351145038165,72.48322147651007,58.8,55.2,82.1,40.3,66.8,60.2,101.4,71.44846796657382
1994,March,41.88422247446084,39.44591029023747,58.38668373879642,28.618152085036797,47.625160462130935,42.843511450381676,72.7069351230425,58.6,55.2,81.7,40.1,66.7,60,101.8,71.44846796657382
1994,April,45.06242905788877,42.61213720316622,62.86811779769527,31.234668847097304,51.34788189987163,43.225190839694655,73.2662192393736,63.4,60,88.5,44,72.3,60.9,103.1,71.03064066852369
1994,May,43.4733257661748,42.61213720316622,62.61203585147247,31.234668847097304,51.09114249037226,43.416030534351144,73.60178970917225,61.2,60,88.1,44,71.9,61.1,103.6,71.03064066852369
1994,June,43.24631101021567,42.61213720316622,62.483994878361074,30.662305805396567,51.09114249037226,43.79770992366412,73.60178970917225,60.9,60,88,43.2,71.9,61.7,103.6,71.03064066852369
1994,July,43.24631101021567,42.61213720316622,62.86811779769527,30.498773507767783,51.21951219512194,43.60687022900764,73.15436241610739,60.6,59.8,88.2,42.8,71.8,61.2,102.6,71.30919220055712
1994,August,43.24631101021567,42.61213720316622,63.124199743918055,30.498773507767783,51.34788189987163,44.75190839694657,73.48993288590604,60.6,59.8,88.5,42.8,72,62.8,103.1,71.30919220055712
1994,September,44.26787741203179,42.61213720316622,62.996158770806666,30.253475061324615,51.21951219512194,44.465648854961835,73.60178970917225,62.1,59.8,88.3,42.4,71.8,62.4,103.2,71.30919220055712
1994,October,44.9489216799092,42.61213720316622,62.740076824583866,30.335241210139003,51.21951219512194,43.79770992366412,73.48993288590604,62.2,59,86.8,42,70.9,60.6,101.7,72.28412256267409
1994,November,44.9489216799092,42.61213720316622,62.61203585147247,30.17170891251022,51.09114249037226,43.225190839694655,73.48993288590604,62.2,59,86.6,41.7,70.7,59.8,101.7,72.28412256267409
1994,December,45.06242905788877,42.61213720316622,62.61203585147247,29.762878168438267,51.09114249037226,44.847328244274806,73.8255033557047,62.3,59,86.6,41.2,70.7,62,102.1,72.28412256267409
1995,January,45.06242905788877,42.74406332453825,62.740076824583866,29.762878168438267,51.21951219512194,45.61068702290076,73.8255033557047,62.2,59,86.6,41.1,70.7,63,101.9,72.42339832869081
1995,February,45.06242905788877,42.87598944591029,62.61203585147247,29.681112019623875,51.34788189987163,45.229007633587784,74.16107382550334,62.2,59.2,86.5,41,70.9,62.5,102.4,72.42339832869081
1995,March,44.835414301929625,43.13984168865436,62.61203585147247,29.435813573180702,51.34788189987163,45.51526717557252,74.60850111856823,61.9,59.6,86.5,40.6,70.9,62.8,103,72.42339832869081
1995,April,44.835414301929625,43.27176781002638,62.61203585147247,29.844644317252655,51.476251604621304,46.18320610687023,74.9440715883669,61.4,59.3,85.8,40.9,70.5,63.3,102.7,72.98050139275766
1995,May,43.35981838819524,43.27176781002638,62.483994878361074,29.681112019623875,51.34788189987163,46.37404580152672,75.39149888143177,59.4,59.3,85.6,40.7,70.4,63.5,103.3,72.98050139275766
1995,June,43.24631101021567,43.27176781002638,62.483994878361074,29.517579721995098,51.34788189987163,46.56488549618321,75.39149888143177,59.3,59.3,85.6,40.4,70.4,63.8,103.3,72.98050139275766
1995,July,43.1328036322361,43.27176781002638,62.61203585147247,29.354047424366314,51.34788189987163,46.56488549618321,75.0559284116331,58.7,58.8,85.1,39.9,69.8,63.3,102.1,73.53760445682451
1995,August,42.90578887627696,43.27176781002638,62.61203585147247,29.354047424366314,51.34788189987163,46.278625954198475,75.39149888143177,58.3,58.8,85.1,39.9,69.8,62.9,102.5,73.53760445682451
1995,September,44.38138479001136,43.27176781002638,62.61203585147247,30.417007358953395,51.476251604621304,45.70610687022901,75.72706935123043,60.4,58.8,85.1,41.4,70,62.2,103,73.53760445682451
1995,October,44.494892167990926,43.27176781002638,62.483994878361074,29.681112019623875,51.476251604621304,45.13358778625954,75.61521252796419,59.8,58.2,84,39.9,69.2,60.7,101.7,74.3732590529248
1995,November,44.60839954597049,43.27176781002638,62.483994878361074,30.17170891251022,51.476251604621304,44.465648854961835,75.61521252796419,60,58.2,84,40.6,69.2,59.8,101.7,74.3732590529248
1995,December,44.72190692395006,43.27176781002638,62.483994878361074,31.64349959116926,51.60462130937099,47.70992366412214,76.06263982102908,60.1,58.2,84,42.5,69.4,64.1,102.3,74.3732590529248
1996,January,45.402951191827476,43.27176781002638,62.483994878361074,33.19705641864268,51.60462130937099,47.99618320610687,75.83892617449663,60.4,57.5,83.1,44.1,68.6,63.8,100.8,75.20891364902508
1996,February,45.402951191827476,43.27176781002638,62.483994878361074,32.86999182338512,51.60462130937099,46.660305343511446,76.17449664429529,60.4,57.5,83.1,43.7,68.6,62,101.3,75.20891364902508
1996,March,45.402951191827476,43.27176781002638,62.483994878361074,33.85118560915781,51.60462130937099,46.37404580152672,76.51006711409396,60.4,57.5,83.1,45,68.6,61.7,101.7,75.20891364902508
1996,April,45.402951191827476,43.27176781002638,62.483994878361074,34.91414554374489,51.73299101412066,47.041984732824424,76.84563758389261,59.4,56.6,81.7,45.7,67.7,61.5,100.5,76.46239554317549
1996,May,44.04086265607264,43.27176781002638,62.61203585147247,32.78822567457073,51.60462130937099,47.041984732824424,77.06935123042506,57.6,56.6,81.9,42.9,67.5,61.5,100.8,76.46239554317549
1996,June,43.813847900113515,43.27176781002638,62.86811779769527,32.134096484055604,51.73299101412066,46.7557251908397,77.18120805369128,57.3,56.6,82.2,42,67.7,61.1,100.9,76.46239554317549
1996,July,43.92735527809308,43.27176781002638,62.996158770806666,32.62469337694194,51.73299101412066,46.56488549618321,76.73378076062639,56.9,56.1,81.6,42.3,67,60.3,99.4,77.15877437325905
1996,August,43.92735527809308,43.27176781002638,62.740076824583866,32.86999182338512,51.60462130937099,47.51908396946565,77.06935123042506,56.9,56.1,81.3,42.6,66.9,61.6,99.9,77.15877437325905
1996,September,44.835414301929625,43.27176781002638,62.355953905249685,37.448896156991005,51.73299101412066,49.23664122137405,77.51677852348993,58.1,56.1,80.8,48.5,67,63.8,100.5,77.15877437325905
1996,October,45.743473325766175,43.27176781002638,61.71574903969271,40.71954210956664,51.60462130937099,50,77.51677852348993,59.5,56.3,80.3,53,67.1,65,100.8,76.88022284122563
1996,November,46.08399545970489,43.27176781002638,61.33162612035852,36.549468520032704,51.34788189987163,50.47709923664122,77.51677852348993,59.9,56.3,79.8,47.5,66.8,65.7,100.8,76.88022284122563
1996,December,46.08399545970489,43.27176781002638,61.07554417413573,38.348323793949305,51.34788189987163,52.19465648854962,77.74049217002236,59.9,56.3,79.4,49.9,66.8,67.9,101.1,76.88022284122563
1997,January,46.19750283768445,43.27176781002638,60.43533930857875,38.51185609157809,50.96277278562259,51.81297709923663,77.40492170022371,61.1,57.2,79.9,50.9,67.4,68.5,102.4,75.6267409470752
1997,February,46.19750283768445,43.27176781002638,60.69142125480154,36.05887162714637,51.09114249037226,51.62213740458016,77.62863534675616,61.1,57.2,80.3,47.7,67.6,68.3,102.6,75.6267409470752
1997,March,46.08399545970489,43.27176781002638,60.94750320102433,32.95175797219951,51.09114249037226,51.145038167938935,77.74049217002236,60.9,57.2,80.6,43.6,67.6,67.6,102.8,75.6267409470752
1997,April,45.970488081725314,43.13984168865436,60.819462227912936,31.316434995911692,50.96277278562259,50.858778625954194,78.07606263982102,60.5,56.7,80,41.2,67,66.9,102.7,76.04456824512536
1997,May,44.72190692395006,43.13984168865436,60.43533930857875,31.398201144726084,50.70603337612323,51.04961832061069,78.29977628635346,58.8,56.7,79.5,41.3,66.7,67.1,103,76.04456824512536
1997,June,44.494892167990926,43.13984168865436,60.051216389244566,30.58053965658217,50.44929396662386,51.43129770992366,78.52348993288591,58.5,56.7,79,40.2,66.3,67.6,103.3,76.04456824512536
1997,July,44.60839954597049,43.13984168865436,59.667093469910384,29.27228127555192,50.3209242618742,53.53053435114504,78.18791946308725,57.2,55.3,76.5,37.5,64.5,68.6,100.2,77.99442896935933
1997,August,44.38138479001136,43.13984168865436,59.53905249679898,30.498773507767783,50.3209242618742,54.67557251908397,78.63534675615212,56.9,55.3,76.3,39.1,64.5,70.1,100.8,77.99442896935933
1997,September,44.26787741203179,42.0844327176781,57.74647887323944,29.844644317252655,48.90885750962772,55.24809160305344,78.97091722595077,56.8,54,74,38.3,62.7,70.8,101.3,77.99442896935933
1997,October,45.85698070374574,42.0844327176781,57.61843790012805,31.316434995911692,48.90885750962772,54.86641221374045,78.97091722595077,60.3,55.3,75.8,41.2,64.3,72.2,103.8,76.04456824512536
1997,November,45.85698070374574,42.0844327176781,57.106274007682465,31.234668847097304,48.78048780487805,54.67557251908397,78.97091722595077,60.3,55.3,75.1,41.1,64.1,71.9,103.8,76.04456824512536
1997,December,45.85698070374574,42.0844327176781,56.72215108834827,30.253475061324615,48.52374839537868,54.38931297709924,79.082774049217,60.3,55.3,74.6,39.8,63.8,71.5,104,76.04456824512536
1998,January,45.85698070374574,41.556728232189975,56.59411011523689,28.12755519215045,48.138639281129656,54.10305343511451,78.63534675615212,59.6,54.1,73.6,36.6,62.6,70.4,102.3,76.88022284122563
1998,February,45.85698070374574,41.556728232189975,57.106274007682465,26.573998364677028,48.26700898587933,53.625954198473295,78.85906040268455,59.6,54.1,74.3,34.6,62.8,69.8,102.6,76.88022284122563
1998,March,45.85698070374574,41.42480211081794,57.61843790012805,25.020441537203595,48.39537869062901,53.33969465648855,79.082774049217,59.6,53.9,74.9,32.5,62.9,69.4,102.9,76.88022284122563
1998,April,45.85698070374574,41.42480211081794,57.61843790012805,25.18397383483238,48.39537869062901,56.39312977099237,79.53020134228187,59.5,53.8,74.8,32.7,62.8,73.2,103.3,77.01949860724234
1998,May,44.835414301929625,41.42480211081794,56.97823303457107,25.347506132461163,48.138639281129656,56.583969465648856,79.86577181208054,58.2,53.8,74,32.9,62.5,73.5,103.7,77.01949860724234
1998,June,44.9489216799092,41.29287598944592,56.466069142125484,24.529844644317254,47.88189987163029,56.39312977099237,79.75391498881432,58.4,53.6,73.3,31.8,62.2,73.2,103.6,77.01949860724234
1998,July,45.06242905788877,41.42480211081794,56.08194622279129,23.712183156173346,47.753530166880616,56.6793893129771,79.41834451901566,58,53.3,72.2,30.5,61.4,72.9,102.2,77.71587743732591
1998,August,45.06242905788877,41.42480211081794,56.08194622279129,23.221586263286998,47.625160462130935,56.6793893129771,79.64205816554811,58,53.3,72.2,29.9,61.3,72.9,102.5,77.71587743732591
1998,September,45.402951191827476,41.42480211081794,56.08194622279129,24.039247751430906,47.753530166880616,56.39312977099237,79.97762863534675,58.4,53.3,72.2,30.9,61.4,72.6,102.9,77.71587743732591
1998,October,46.878547105561864,41.42480211081794,56.08194622279129,24.856909239574815,47.88189987163029,56.202290076335885,79.97762863534675,59.9,52.9,71.6,31.8,61.2,71.8,102.2,78.27298050139277
1998,November,46.99205448354143,41.42480211081794,56.08194622279129,23.957481602616518,47.88189987163029,55.72519083969466,80.08948545861297,60,52.9,71.6,30.6,61.2,71.2,102.3,78.27298050139277
1998,December,46.99205448354143,41.42480211081794,56.08194622279129,22.3221586263287,47.753530166880616,54.961832061068705,80.3131991051454,60,52.9,71.6,28.5,61,70.2,102.6,78.27298050139277
1999,January,46.99205448354143,41.556728232189975,56.08194622279129,22.48569092395748,47.88189987163029,54.48473282442748,79.86577181208054,59.9,53,71.5,28.7,61.1,69.5,101.9,78.41225626740948
1999,February,46.99205448354143,41.556728232189975,56.08194622279129,22.24039247751431,47.88189987163029,54.19847328244275,79.97762863534675,59.9,53,71.5,28.4,61.1,69.1,102,78.41225626740948
1999,March,46.99205448354143,41.68865435356201,56.08194622279129,23.30335241210139,48.01026957637997,57.347328244274806,80.42505592841164,59.9,53.2,71.5,29.7,61.2,73.1,102.6,78.41225626740948
1999,April,47.105561861521004,41.29287598944592,56.08194622279129,25.756336876533116,47.88189987163029,60.40076335877862,80.76062639821029,60,52.6,71.4,32.8,61,76.9,102.8,78.55153203342618
1999,May,45.970488081725314,41.29287598944592,55.953905249679906,25.511038430089943,47.753530166880616,60.30534351145038,80.98434004474274,58.5,52.6,71.2,32.5,60.8,76.8,103.1,78.55153203342618
1999,June,45.85698070374574,41.29287598944592,55.953905249679906,25.511038430089943,47.753530166880616,60.1145038167939,80.8724832214765,58.4,52.6,71.2,32.5,60.8,76.5,103,78.55153203342618
1999,July,45.85698070374574,41.29287598944592,55.8258642765685,28.781684382665578,47.88189987163029,60.973282442748086,80.42505592841164,58.6,52.8,71.3,36.8,61.2,77.9,102.7,78.27298050139277
1999,August,45.85698070374574,41.29287598944592,55.8258642765685,29.354047424366314,47.88189987163029,62.59541984732824,80.64876957494405,58.6,52.8,71.3,37.5,61.2,80,103,78.27298050139277
1999,September,46.31101021566402,41.29287598944592,55.8258642765685,31.398201144726084,48.01026957637997,62.59541984732824,80.98434004474274,59.2,52.8,71.3,40.1,61.3,80,103.5,78.27298050139277
1999,October,47.4460839954597,41.29287598944592,55.8258642765685,31.398201144726084,48.138639281129656,63.07251908396946,80.8724832214765,60.2,52.4,70.8,39.8,61.1,80,102.6,78.83008356545962
1999,November,47.559591373439275,41.29287598944592,55.8258642765685,33.19705641864268,48.138639281129656,62.786259541984734,80.98434004474274,60.3,52.4,70.8,42.1,61.1,79.6,102.7,78.83008356545962
1999,December,47.67309875141885,41.29287598944592,55.8258642765685,38.10302534750613,48.39537869062901,64.40839694656488,81.20805369127517,60.5,52.4,70.8,48.3,61.4,81.7,103,78.83008356545962
2000,January,47.786606129398415,41.29287598944592,55.8258642765685,37.28536385936223,48.39537869062901,64.31297709923665,80.42505592841164,60.2,52,70.3,47,61,81,101.3,79.38718662952647
2000,February,47.67309875141885,41.29287598944592,55.8258642765685,37.53066230580539,48.39537869062901,64.2175572519084,80.76062639821029,60.1,52,70.3,47.3,61,80.9,101.7,79.38718662952647
2000,March,47.786606129398415,41.29287598944592,55.697823303457106,38.75715453802126,48.52374839537868,66.6030534351145,80.8724832214765,60.2,52,70.2,48.8,61.1,83.9,101.9,79.38718662952647
2000,April,47.67309875141885,40.23746701846966,55.56978233034572,37.69419460343418,47.88189987163029,68.03435114503816,81.20805369127517,60.2,50.8,70.1,47.6,60.4,85.9,102.5,79.24791086350976
2000,May,46.53802497162316,40.23746701846966,55.05761843790013,36.794766966475876,47.496790757381255,67.65267175572521,81.4317673378076,58.7,50.8,69.5,46.4,59.9,85.4,102.8,79.24791086350976
2000,June,46.19750283768445,40.23746701846966,54.545454545454554,37.85772690106296,47.240051347881895,70.99236641221374,81.54362416107382,58.3,50.8,68.8,47.8,59.6,89.6,102.9,79.24791086350976
2000,July,46.08399545970489,40.23746701846966,54.16133162612036,40.88307440719542,47.368421052631575,71.56488549618321,81.09619686800895,58.2,50.8,68.3,51.6,59.8,90.3,102.3,79.24791086350976
2000,August,46.19750283768445,40.23746701846966,54.16133162612036,41.21013900245298,47.368421052631575,68.51145038167938,81.09619686800895,58.3,50.8,68.3,52,59.8,86.5,102.3,79.24791086350976
2000,September,47.105561861521004,40.23746701846966,54.16133162612036,52.16680294358136,48.26700898587933,69.8473282442748,81.76733780760625,59.4,50.8,68.3,65.8,60.9,88.1,103.2,79.24791086350976
2000,October,48.58115777525539,40.36939313984169,54.16133162612036,55.192150449713814,48.65211810012837,68.12977099236642,81.76733780760625,61.2,50.9,68.2,69.5,61.3,85.8,103,79.38718662952647
2000,November,49.03518728717367,40.36939313984169,54.16133162612036,51.43090760425184,48.26700898587933,69.8473282442748,81.87919463087248,61.8,50.9,68.2,64.8,60.8,88,103.1,79.38718662952647
2000,December,49.148694665153236,40.36939313984169,54.16133162612036,48.81439084219134,48.138639281129656,68.70229007633588,81.87919463087248,61.9,50.9,68.2,61.5,60.6,86.5,103.1,79.38718662952647
2001,January,49.26220204313281,40.36939313984169,54.16133162612036,42.354865085854456,47.753530166880616,65.83969465648856,81.20805369127517,61.5,50.4,67.6,52.9,59.6,82.2,101.4,80.08356545961003
2001,February,49.148694665153236,40.50131926121372,54.16133162612036,43.008994276369584,47.753530166880616,66.12595419847328,81.31991051454138,61.4,50.6,67.6,53.7,59.6,82.6,101.5,80.08356545961003
2001,March,49.148694665153236,40.50131926121372,54.16133162612036,41.61896974652494,47.753530166880616,64.12213740458016,81.65548098434003,61.4,50.6,67.6,52,59.6,80.1,102,80.08356545961003
2001,April,49.148694665153236,42.0844327176781,54.16133162612036,40.31071136549468,48.26700898587933,64.79007633587787,82.10290827740492,60.8,52.1,67,49.9,59.8,80.2,101.6,80.77994428969359
2001,May,48.58115777525539,42.21635883905013,54.16133162612036,42.109566639411284,48.52374839537868,66.6030534351145,82.77404921700223,60.1,52.3,67,52.1,60.1,82.4,102.5,80.77994428969359
2001,June,48.35414301929626,42.21635883905013,54.289372599231754,42.19133278822568,48.52374839537868,67.17557251908399,82.88590604026844,59.9,52.3,67.2,52.2,60.1,83.2,102.6,80.77994428969359
2001,July,48.12712826333712,42.21635883905013,54.289372599231754,40.39247751430908,48.39537869062901,66.22137404580153,82.32662192393735,59.5,52.2,67.1,49.9,59.8,81.8,101.7,80.91922005571031
2001,August,48.240635641316686,42.21635883905013,54.289372599231754,39.16598528209321,48.39537869062901,65.55343511450383,82.66219239373602,59.6,52.2,67.1,48.4,59.8,81,102.2,80.91922005571031
2001,September,50.62429057888763,42.21635883905013,54.41741357234315,46.60670482420278,49.0372272143774,65.17175572519083,82.88590604026844,62.6,52.2,67.2,57.6,60.6,80.5,102.4,80.91922005571031
2001,October,51.87287173666289,42.21635883905013,54.41741357234315,38.51185609157809,48.39537869062901,64.12213740458016,82.66219239373602,64.1,52.2,67.2,47.6,59.8,79.2,102.2,80.91922005571031
2001,November,52.213393870601585,42.21635883905013,54.41741357234315,34.91414554374489,48.138639281129656,60.87786259541985,82.55033557046978,64.5,52.2,67.2,43.1,59.5,75.2,102,80.91922005571031
2001,December,52.32690124858116,42.21635883905013,54.41741357234315,32.78822567457073,48.01026957637997,59.82824427480916,82.77404921700223,64.7,52.2,67.2,40.5,59.3,73.9,102.3,80.91922005571031
2002,January,52.32690124858116,44.06332453825858,54.41741357234315,34.341782502044154,49.0372272143774,60.30534351145038,82.43847874720358,64,53.9,66.6,42,60,73.8,100.8,81.7548746518106
2002,February,52.32690124858116,44.06332453825858,54.41741357234315,33.19705641864268,49.0372272143774,60.40076335877862,82.55033557046978,64,53.9,66.6,40.6,60,73.9,101,81.7548746518106
2002,March,52.44040862656073,44.19525065963061,54.41741357234315,35.241210139002455,49.0372272143774,61.06870229007634,82.88590604026844,64.1,54.1,66.6,43.1,60,74.7,101.4,81.7548746518106
2002,April,52.44040862656073,44.32717678100264,54.41741357234315,36.549468520032704,49.29396662387676,64.12213740458016,83.22147651006712,63.8,53.9,66.2,44.5,60,78,101.3,82.17270194986072
2002,May,51.645856980703755,44.32717678100264,54.545454545454554,36.71300081766149,49.29396662387676,63.835877862595424,83.44519015659954,62.9,53.9,66.4,44.7,60,77.7,101.5,82.17270194986072
