msoa21cd,Income_Score
E02001315,0.086
E02001316,0.22849999999999998
E02001317,0.1836
E02001318,0.14679999999999999
E02001319,0.24299999999999997
E02001320,0.1478
E02001321,0.0984
E02001322,0.0984
E02001323,0.1384
E02001324,0.172
E02001325,0.0752
E02001326,0.0968
E02001327,0.42919999999999997
E02001328,0.16016666666666668
E02001329,0.358
E02001330,0.2996666666666667
E02001331,0.3112857142857143
E02001332,0.42100000000000004
E02001333,0.2745
E02001334,0.432
E02001335,0.1236
E02001336,0.41340000000000005
E02001337,0.2365
E02001338,0.25925
E02001339,0.2472
E02001340,0.10233333333333333
E02001341,0.32039999999999996
E02001342,0.0844
E02001343,0.07725
E02001344,0.194
E02001345,0.089
E02001346,0.30720000000000003
E02001347,0.24980000000000002
E02001348,0.18739999999999998
E02001349,0.16499999999999998
E02001350,0.3068
E02001351,0.3195
E02001352,0.31675
E02001353,0.1096
E02001354,0.30419999999999997
E02001355,0.31379999999999997
E02001356,0.3516666666666666
E02001357,0.3424
E02001358,0.3872
E02001359,0.1635
E02001360,0.3834
E02001361,0.2676
E02001362,0.22359999999999997
E02001363,0.34259999999999996
E02001364,0.38775
E02001365,0.3775
E02001366,0.2841666666666667
E02001367,0.10483333333333333
E02001368,0.35950000000000004
E02001369,0.337
E02001370,0.437
E02001371,0.3186
E02001372,0.21550000000000002
E02001373,0.2565
E02001374,0.333
E02001375,0.2468
E02001376,0.33999999999999997
E02001377,0.1774
E02001378,0.2254
E02001380,0.1006
E02001381,0.2565
E02001382,0.078
E02001383,0.2635
E02001384,0.17500000000000002
E02001385,0.4205
E02001386,0.31216666666666665
E02001387,0.0578
E02001388,0.11275
E02001389,0.31875
E02001390,0.39320000000000005
E02001391,0.321
E02001392,0.08125
E02001393,0.039400000000000004
E02001394,0.1475
E02001395,0.07775
E02001396,0.24533333333333332
E02001397,0.16699999999999998
E02001398,0.1668
E02001399,0.069
E02001400,0.18725
E02001401,0.1078
E02001402,0.08380000000000001
E02001403,0.24775
E02001404,0.30075
E02001405,0.361
E02001406,0.07183333333333333
E02001407,0.08
E02001408,0.098
E02001409,0.18142857142857144
E02001410,0.17425000000000002
E02001411,0.15475
E02001412,0.13533333333333333
E02001413,0.15414285714285714
E02001414,0.04525
E02001415,0.21
E02001416,0.3235
E02001417,0.31779999999999997
E02001418,0.1845
E02001419,0.3584
E02001420,0.16028571428571428
E02001421,0.17042857142857143
E02001422,0.31825
E02001423,0.09975
E02001425,0.17442857142857143
E02001426,0.1265
E02001427,0.2782
E02001428,0.05975
E02001429,0.1076
E02001430,0.08180000000000001
E02001431,0.1514
E02001432,0.2372
E02001433,0.1528
E02001434,0.1306
E02001435,0.15560000000000002
E02001436,0.1235
E02001437,0.08883333333333333
E02001438,0.1044
E02001439,0.18525
E02001440,0.055
E02001441,0.0388
E02001442,0.08524999999999999
E02001443,0.04525
E02001444,0.07975
E02001445,0.07139999999999999
E02001446,0.05933333333333333
E02001447,0.10149999999999999
E02001448,0.0742
E02001449,0.13383333333333333
E02001450,0.06116666666666667
E02001451,0.27880000000000005
E02001452,0.3156
E02001453,0.08033333333333333
E02001454,0.1022
E02001455,0.1002
E02001456,0.11000000000000001
E02001457,0.275
E02001458,0.138
E02001459,0.21459999999999999
E02001460,0.277
E02001461,0.14825
E02001462,0.3722
E02001463,0.2844
E02001464,0.3736
E02001465,0.41740000000000005
E02001466,0.2916666666666667
E02001467,0.18780000000000002
E02001468,0.193
E02001469,0.1034
E02001470,0.09033333333333333
E02001471,0.2872
E02001472,0.1765
E02001473,0.16060000000000002
E02001474,0.3992
E02001475,0.3205
E02001476,0.3196666666666667
E02001477,0.438
E02001478,0.2024
E02001479,0.0755
E02001480,0.0902
E02001481,0.1426
E02001482,0.5035000000000001
E02001483,0.09040000000000001
E02001484,0.11399999999999999
E02001485,0.25225
E02001486,0.1552
E02001487,0.3388333333333333
E02001488,0.19580000000000003
E02001489,0.061
E02001490,0.08360000000000001
E02001491,0.2964
E02001492,0.1112
E02001493,0.3866
E02001494,0.0386
E02001495,0.18580000000000002
E02001496,0.15075
E02001497,0.26739999999999997
E02001498,0.1006
E02001499,0.06875
E02001500,0.0842
E02001501,0.08220000000000001
E02001502,0.11624999999999999
E02001503,0.09759999999999999
E02001504,0.041800000000000004
E02001505,0.14275
E02001506,0.026166666666666668
E02001507,0.0436
E02001508,0.13140000000000002
E02001509,0.15425
E02001510,0.20075
E02001511,0.1475
E02001512,0.11600000000000002
E02001513,0.095
E02001514,0.2025
E02001515,0.2818333333333333
E02001516,0.206
E02001517,0.11200000000000002
E02001518,0.1395
E02001519,0.24975
E02001520,0.08514285714285715
E02001521,0.18128571428571427
E02001522,0.263
E02001523,0.11599999999999999
E02001524,0.04925
E02001525,0.29375
E02001526,0.298
E02001527,0.11625
E02001528,0.17700000000000002
E02001529,0.2323333333333333
E02001530,0.27675
E02001531,0.197
E02001532,0.08183333333333333
E02001533,0.2104
E02001534,0.14583333333333334
E02001535,0.05525
E02001536,0.12279999999999999
E02001537,0.147
E02001538,0.1722
E02001539,0.23399999999999999
E02001540,0.1697142857142857
E02001541,0.17071428571428574
E02001542,0.25680000000000003
E02001543,0.19866666666666669
E02001544,0.1718333333333333
E02001545,0.07283333333333333
E02001546,0.0978
E02001547,0.21542857142857144
E02001548,0.2742
E02001549,0.082
E02001550,0.123
E02001551,0.1545
E02001552,0.152
E02001553,0.1728333333333333
E02001554,0.07375
E02001555,0.0815
E02001556,0.21866666666666665
E02001557,0.13140000000000002
E02001558,0.078
E02001559,0.06420000000000001
E02001560,0.2676
E02001561,0.238
E02001562,0.18175
E02001563,0.0884
E02001564,0.0462
E02001565,0.048999999999999995
E02001566,0.27033333333333337
E02001567,0.21366666666666667
E02001568,0.23125
E02001569,0.238
E02001570,0.2905
E02001571,0.101
E02001572,0.22139999999999999
E02001573,0.1804
E02001574,0.092
E02001575,0.23479999999999998
E02001576,0.077
E02001577,0.08120000000000001
E02001578,0.16575
E02001579,0.1775
E02001580,0.14583333333333334
E02001581,0.185
E02001582,0.1632
E02001583,0.17775
E02001584,0.06420000000000001
E02001585,0.2575
E02001586,0.22283333333333333
E02001587,0.28025
E02001588,0.22199999999999998
E02001589,0.077
E02001590,0.36879999999999996
E02001591,0.3
E02001592,0.12633333333333333
E02001593,0.3055
E02001594,0.31475
E02001595,0.09333333333333334
E02001596,0.12133333333333333
E02001597,0.243
E02001598,0.13233333333333333
E02001600,0.1255
E02001602,0.12216666666666666
E02001603,0.1915
E02001604,0.128
E02001605,0.135
E02001606,0.16533333333333333
E02001607,0.14733333333333334
E02001608,0.09125
E02001609,0.11533333333333334
E02001610,0.0836
E02001611,0.1384
E02001612,0.07575
E02001613,0.14442857142857143
E02001614,0.08499999999999999
E02001615,0.060399999999999995
E02001616,0.1658
E02001617,0.29325
E02001618,0.06583333333333334
E02001619,0.28271428571428575
E02001620,0.29400000000000004
E02001621,0.27666666666666667
E02001622,0.272
E02001623,0.3574
E02001624,0.1855
E02001625,0.29500000000000004
E02001626,0.09125
E02001627,0.13924999999999998
E02001628,0.287
E02001629,0.29575
E02001630,0.2652
E02001631,0.1
E02001632,0.3338
E02001633,0.06620000000000001
E02001634,0.08800000000000001
E02001635,0.15575
E02001636,0.23220000000000002
E02001637,0.36175
E02001638,0.034749999999999996
E02001639,0.058499999999999996
E02001640,0.06639999999999999
E02001642,0.14733333333333334
E02001643,0.0595
E02001646,0.046000000000000006
E02001647,0.155
E02001648,0.0305
E02001649,0.3555
E02001650,0.1824
E02001651,0.027200000000000002
E02001652,0.13516666666666666
E02001653,0.25325
E02001654,0.1335
E02001655,0.21600000000000003
E02001656,0.0418
E02001657,0.030666666666666665
E02001658,0.35525
E02001659,0.22775
E02001660,0.1125
E02001661,0.25939999999999996
E02001662,0.1592
E02001663,0.096
E02001664,0.1275
E02001665,0.02666666666666667
E02001666,0.15525
E02001669,0.0882
E02001670,0.30674999999999997
E02001671,0.08625
E02001672,0.1085
E02001673,0.06075
E02001674,0.0715
E02001675,0.18083333333333332
E02001676,0.0465
E02001678,0.041166666666666664
E02001679,0.22475
E02001680,0.31475
E02001681,0.078
E02001682,0.11960000000000001
E02001683,0.08666666666666667
E02001684,0.26225
E02001685,0.19619999999999999
E02001686,0.1014
E02001688,0.22575
E02001689,0.2846666666666667
E02001690,0.13140000000000002
E02001691,0.20659999999999998
E02001692,0.30574999999999997
E02001693,0.26
E02001694,0.12375
E02001695,0.0985
E02001696,0.2071666666666667
E02001697,0.09559999999999999
E02001698,0.0482
E02001699,0.17120000000000002
E02001700,0.11800000000000001
E02001701,0.06525
E02001702,0.2934
E02001703,0.11
E02001704,0.207
E02001706,0.17275000000000001
E02001707,0.16519999999999999
E02001709,0.055
E02001710,0.23828571428571427
E02001711,0.24416666666666664
E02001712,0.059166666666666666
E02001713,0.08014285714285714
E02001714,0.0525
E02001715,0.23942857142857146
E02001718,0.26649999999999996
E02001719,0.08883333333333333
E02001720,0.0262
E02001721,0.17071428571428574
E02001722,0.20142857142857146
E02001723,0.22825
E02001724,0.0474
E02001725,0.154
E02001726,0.20025
E02001727,0.19566666666666666
E02001728,0.18771428571428572
E02001729,0.18983333333333333
E02001732,0.28099999999999997
E02001734,0.2868
E02001735,0.38025
E02001737,0.39375
E02001738,0.030250000000000003
E02001739,0.147
E02001740,0.0345
E02001741,0.0806
E02001742,0.0555
E02001743,0.1046
E02001744,0.11066666666666668
E02001745,0.1255
E02001746,0.1166
E02001747,0.06425
E02001748,0.144
E02001749,0.10250000000000001
E02001750,0.08
E02001751,0.13025
E02001752,0.2165
E02001753,0.10375
E02001754,0.0725
E02001755,0.10350000000000001
E02001756,0.19833333333333333
E02001757,0.13999999999999999
E02001758,0.1305
E02001759,0.1535
E02001760,0.3104
E02001761,0.14024999999999999
E02001762,0.09325
E02001763,0.23175
E02001764,0.3026
E02001765,0.253
E02001766,0.23575
E02001767,0.20259999999999997
E02001768,0.2284
E02001769,0.3168
E02001770,0.1238
E02001771,0.19724999999999998
E02001772,0.1715
E02001773,0.0845
E02001774,0.2705
E02001775,0.25
E02001776,0.21933333333333335
E02001777,0.14275
E02001778,0.24825
E02001779,0.28475
E02001780,0.205
E02001781,0.30475
E02001782,0.2105
E02001783,0.32039999999999996
E02001784,0.22820000000000001
E02001785,0.15660000000000002
E02001786,0.2204
E02001787,0.178
E02001788,0.18575
E02001789,0.03175
E02001790,0.0995
E02001791,0.052250000000000005
E02001792,0.0726
E02001793,0.31816666666666665
E02001794,0.29816666666666664
E02001795,0.24233333333333332
E02001796,0.1315
E02001797,0.091
E02001798,0.22283333333333336
E02001799,0.2662857142857143
E02001800,0.1446
E02001801,0.19025
E02001802,0.3245
E02001803,0.205
E02001804,0.20450000000000002
E02001805,0.14375
E02001806,0.39399999999999996
E02001807,0.22749999999999998
E02001808,0.13674999999999998
E02001809,0.1376
E02001810,0.13283333333333333
E02001811,0.23075
E02001812,0.06999999999999999
E02001813,0.31314285714285717
E02001814,0.1955
E02001815,0.09914285714285716
E02001816,0.2716
E02001817,0.20450000000000002
E02001818,0.1844
E02001819,0.087
E02001820,0.19925
E02001821,0.11000000000000001
E02001822,0.1502
E02001823,0.17880000000000001
E02001824,0.17666666666666667
E02001825,0.1854
E02001826,0.24425
E02001827,0.08549999999999999
E02001828,0.07650000000000001
E02001829,0.0378
E02001830,0.03966666666666666
E02001831,0.168
E02001832,0.0602
E02001833,0.0765
E02001834,0.219
E02001835,0.0682
E02001836,0.07283333333333333
E02001837,0.3315714285714286
E02001838,0.039400000000000004
E02001839,0.14750000000000002
E02001840,0.339
E02001841,0.036000000000000004
E02001842,0.11779999999999999
E02001843,0.11249999999999999
E02001844,0.11116666666666668
E02001845,0.1155
E02001846,0.24500000000000002
E02001847,0.07925
E02001848,0.27675
E02001849,0.294
E02001850,0.1662
E02001851,0.1756
E02001852,0.21625
E02001855,0.29733333333333334
E02001856,0.223
E02001857,0.264
E02001858,0.2162
E02001859,0.2678333333333333
E02001860,0.27080000000000004
E02001861,0.35025
E02001862,0.27516666666666667
E02001863,0.39666666666666667
E02001865,0.33140000000000003
E02001866,0.37839999999999996
E02001867,0.319
E02001868,0.1684
E02001869,0.345
E02001870,0.2555
E02001871,0.2918
E02001872,0.28250000000000003
E02001873,0.341
E02001874,0.3458
E02001875,0.3124
E02001876,0.24275
E02001877,0.371
E02001878,0.3176666666666667
E02001879,0.2842
E02001880,0.3418333333333334
E02001881,0.31720000000000004
E02001882,0.23399999999999999
E02001883,0.2948
E02001884,0.31833333333333336
E02001886,0.16219999999999998
E02001888,0.295
E02001889,0.284
E02001890,0.1185
E02001892,0.31
E02001893,0.1748
E02001895,0.27359999999999995
E02001896,0.3168
E02001897,0.43760000000000004
E02001898,0.0925
E02001899,0.0774
E02001900,0.1945
E02001901,0.0744
E02001902,0.12975
E02001903,0.39775
E02001904,0.23425
E02001905,0.07466666666666667
E02001906,0.1515
E02001907,0.12633333333333333
E02001908,0.34875
E02001909,0.37439999999999996
E02001910,0.37725
E02001911,0.30920000000000003
E02001913,0.164
E02001914,0.0905
E02001915,0.184
E02001916,0.2424
E02001918,0.212
E02001919,0.17925
E02001920,0.2726
E02001921,0.242
E02001922,0.052
E02001923,0.21133333333333335
E02001924,0.184
E02001925,0.12725
E02001926,0.1396
E02001927,0.2684
E02001928,0.23559999999999998
E02001929,0.29333333333333333
E02001930,0.11839999999999999
E02001931,0.13620000000000002
E02001932,0.28875
E02001933,0.22480000000000003
E02001934,0.11425
E02001935,0.15940000000000001
E02001936,0.1115
E02001937,0.2852
E02001938,0.11979999999999999
E02001939,0.20400000000000001
E02001941,0.275
E02001942,0.16849999999999998
E02001943,0.1885
E02001944,0.16675
E02001945,0.3052
E02001946,0.1136
E02001947,0.39775000000000005
E02001948,0.13340000000000002
E02001949,0.2325
E02001950,0.1336
E02001951,0.37175
E02001952,0.3202
E02001953,0.125
E02001954,0.3464
E02001955,0.21933333333333335
E02001956,0.1735
E02001957,0.11920000000000001
E02001958,0.17475
E02001959,0.11699999999999999
E02001961,0.27759999999999996
E02001962,0.244
E02001963,0.11625
E02001964,0.35566666666666663
E02001965,0.1186
E02001966,0.28125
E02001967,0.0655
E02001968,0.16999999999999998
E02001969,0.2015
E02001970,0.11574999999999999
E02001971,0.095
E02001972,0.31779999999999997
E02001973,0.21020000000000003
E02001974,0.07433333333333333
E02001975,0.0868
E02001976,0.1506
E02001977,0.21625
E02001978,0.11575
E02001979,0.055
E02001980,0.04125
E02001981,0.294
E02001982,0.043666666666666666
E02001983,0.0994
E02001984,0.108
E02001985,0.1366666666666667
E02001986,0.23220000000000002
E02001987,0.08775
E02001988,0.16366666666666665
E02001989,0.09775
E02001990,0.058666666666666666
E02001991,0.05833333333333334
E02001992,0.231
E02001993,0.111
E02001994,0.09740000000000001
E02001995,0.125
E02001996,0.34075
E02001997,0.0628
E02001998,0.042499999999999996
E02001999,0.05025
E02002000,0.187
E02002001,0.152
E02002002,0.061399999999999996
E02002003,0.1305
E02002004,0.2156
E02002005,0.26175
E02002006,0.20074999999999998
E02002007,0.11933333333333335
E02002008,0.0742
E02002009,0.316
E02002010,0.259
E02002011,0.0645
E02002012,0.258
E02002013,0.074
E02002014,0.24425000000000002
E02002015,0.12775
E02002016,0.2786
E02002017,0.2092
E02002018,0.073
E02002019,0.22820000000000001
E02002020,0.08116666666666666
E02002021,0.26475
E02002022,0.18919999999999998
E02002023,0.099
E02002024,0.15760000000000002
E02002025,0.1638
E02002026,0.075
E02002027,0.043
E02002028,0.1065
E02002029,0.06775
E02002030,0.179
E02002031,0.1665
E02002032,0.1955
E02002033,0.0992
E02002034,0.1434
E02002035,0.063
E02002036,0.2465
E02002037,0.10675000000000001
E02002038,0.16183333333333333
E02002039,0.0795
E02002040,0.055249999999999994
E02002041,0.09525
E02002042,0.062
E02002043,0.2092
E02002044,0.2035
E02002045,0.18519999999999998
E02002046,0.34450000000000003
E02002047,0.22525
E02002048,0.08525
E02002049,0.16999999999999998
E02002051,0.32025000000000003
E02002052,0.237
E02002053,0.1395
E02002054,0.13275
E02002055,0.21833333333333335
E02002056,0.345
E02002057,0.243
E02002058,0.19399999999999998
E02002059,0.222
E02002060,0.28049999999999997
E02002061,0.2475
E02002062,0.28825
E02002063,0.1986
E02002064,0.17457142857142857
E02002065,0.24285714285714285
E02002066,0.25125
E02002067,0.17099999999999999
E02002069,0.232
E02002070,0.2864
E02002071,0.21425
E02002072,0.1786
E02002073,0.2552
E02002074,0.1896
E02002075,0.2104
E02002076,0.13199999999999998
E02002077,0.2075
E02002078,0.1015
E02002079,0.1934
E02002080,0.21150000000000002
E02002081,0.10175
E02002082,0.29075
E02002083,0.055249999999999994
E02002084,0.27325
E02002085,0.23875000000000002
E02002086,0.293
E02002087,0.28950000000000004
E02002088,0.29183333333333333
E02002089,0.1242
E02002090,0.08525
E02002091,0.0864
E02002092,0.1358
E02002093,0.112
E02002094,0.035500000000000004
E02002095,0.0744
E02002096,0.06683333333333333
E02002097,0.089
E02002098,0.09016666666666667
E02002099,0.03475
E02002101,0.10875
E02002102,0.06839999999999999
E02002103,0.06975
E02002104,0.025500000000000002
E02002105,0.032600000000000004
E02002106,0.035
E02002107,0.03825
E02002108,0.0355
E02002109,0.035833333333333335
E02002110,0.1345
E02002111,0.22325
E02002112,0.11324999999999999
E02002113,0.15025
E02002114,0.12525
E02002115,0.22000000000000003
E02002116,0.09040000000000001
E02002117,0.1535
E02002118,0.2718
E02002119,0.13374999999999998
E02002120,0.122
E02002121,0.3085
E02002122,0.3015
E02002123,0.183
E02002124,0.15175
E02002125,0.182
E02002126,0.325
E02002127,0.29975
E02002128,0.14075
E02002129,0.13924999999999998
E02002130,0.26425
E02002131,0.05639999999999999
E02002132,0.24974999999999997
E02002133,0.20325
E02002134,0.2636
E02002135,0.28325
E02002136,0.20775
E02002137,0.036750000000000005
E02002138,0.13949999999999999
E02002139,0.251
E02002140,0.3066
E02002141,0.04575
E02002142,0.27825
E02002143,0.2876666666666667
E02002144,0.058
E02002145,0.30325
E02002146,0.2065
E02002147,0.2584
E02002148,0.074
E02002149,0.17142857142857143
E02002150,0.16999999999999998
E02002151,0.2385
E02002152,0.3165
E02002153,0.1944
E02002154,0.17933333333333334
E02002155,0.34075
E02002156,0.1474
E02002157,0.09240000000000001
E02002158,0.19519999999999998
E02002159,0.2845
E02002160,0.14024999999999999
E02002161,0.2805
E02002162,0.1036
E02002163,0.26116666666666666
E02002164,0.268
E02002165,0.2012
E02002166,0.30266666666666664
E02002167,0.11975
E02002168,0.3106
E02002169,0.0845
E02002170,0.22699999999999998
E02002171,0.23020000000000002
E02002174,0.11079999999999998
E02002175,0.31325000000000003
E02002176,0.1694
E02002177,0.2646
E02002178,0.13
E02002179,0.107
E02002180,0.16575
E02002181,0.2475
E02002182,0.198
E02002183,0.04625
E02002184,0.04075
E02002185,0.04725
E02002187,0.02525
E02002188,0.06475
E02002189,0.16175
E02002190,0.22742857142857145
E02002191,0.26266666666666666
E02002192,0.0432
E02002193,0.2795
E02002194,0.1658
E02002195,0.05075
E02002196,0.10350000000000001
E02002197,0.1018
E02002198,0.11059999999999999
E02002199,0.05775
E02002200,0.09749999999999999
E02002201,0.12614285714285714
E02002202,0.143
E02002203,0.209
E02002204,0.07757142857142858
E02002205,0.082
E02002206,0.1508
E02002207,0.188
E02002208,0.202
E02002209,0.28775
E02002210,0.1574
E02002211,0.1895
E02002212,0.23299999999999998
E02002213,0.10225000000000001
E02002214,0.1195
E02002215,0.2642
E02002216,0.3422
E02002217,0.24820000000000003
E02002218,0.20783333333333334
E02002219,0.27225
E02002220,0.3014
E02002222,0.2524
E02002223,0.306
E02002224,0.3136
E02002225,0.135
E02002226,0.244
E02002227,0.33175
E02002228,0.28825
E02002229,0.1426
E02002230,0.3174
E02002231,0.18585714285714286
E02002232,0.30075
E02002233,0.3154
E02002234,0.3956
E02002235,0.27275
E02002236,0.1455
E02002237,0.173
E02002238,0.25825
E02002239,0.1738
E02002240,0.10057142857142856
E02002241,0.223
E02002242,0.11539999999999999
E02002243,0.1975
E02002244,0.10075
E02002245,0.326
E02002246,0.058666666666666666
E02002247,0.08916666666666666
E02002248,0.24619999999999997
E02002249,0.27775
E02002250,0.0996
E02002251,0.18400000000000002
E02002252,0.1155
E02002253,0.22775
E02002254,0.058750000000000004
E02002255,0.3952
E02002256,0.18283333333333332
E02002257,0.301
E02002258,0.1032
E02002259,0.12025
E02002260,0.13049999999999998
E02002261,0.1288
E02002262,0.1386
E02002263,0.1575
E02002264,0.06175
E02002265,0.1235
E02002266,0.08
E02002267,0.14179999999999998
E02002268,0.16216666666666668
E02002269,0.08750000000000001
E02002270,0.054200000000000005
E02002271,0.066
E02002272,0.137
E02002273,0.09775
E02002274,0.07975
E02002275,0.1322
E02002276,0.1472
E02002277,0.159
E02002278,0.1505
E02002279,0.192
E02002280,0.28775
E02002281,0.16842857142857143
E02002282,0.1815
E02002283,0.2298
E02002284,0.1065
E02002285,0.0728
E02002286,0.207
E02002287,0.24100000000000002
E02002288,0.18716666666666668
E02002289,0.286
E02002290,0.06825
E02002291,0.10725
E02002292,0.09625
E02002293,0.25220000000000004
E02002294,0.21516666666666664
E02002295,0.26275
E02002296,0.09575
E02002297,0.0915
E02002298,0.1582
E02002299,0.3055
E02002300,0.078
E02002301,0.222
E02002302,0.05975
E02002303,0.119
E02002304,0.12775
E02002305,0.239
E02002306,0.06625
E02002307,0.13824999999999998
E02002308,0.11624999999999999
E02002309,0.214
E02002310,0.15975
E02002311,0.14400000000000002
E02002312,0.15275
E02002313,0.269
E02002314,0.11800000000000001
E02002315,0.1505
E02002316,0.0865
E02002317,0.21700000000000003
E02002318,0.172
E02002319,0.09874999999999999
E02002320,0.11125
E02002321,0.0475
E02002322,0.0965
E02002323,0.04925
E02002324,0.083
E02002325,0.0964
E02002326,0.0375
E02002327,0.056666666666666664
E02002328,0.05975
E02002329,0.06485714285714286
E02002330,0.027600000000000003
E02002331,0.08475
E02002332,0.09375
E02002333,0.0662
E02002334,0.0546
E02002335,0.0322
E02002336,0.03
E02002337,0.031
E02002338,0.07675
E02002339,0.13775
E02002340,0.08574999999999999
E02002341,0.029600000000000005
E02002342,0.08325
E02002343,0.0495
E02002344,0.0638
E02002345,0.04975
E02002346,0.149
E02002347,0.20700000000000002
E02002348,0.13524999999999998
E02002349,0.06925
E02002350,0.0275
E02002351,0.03325
E02002352,0.0748
E02002353,0.069
E02002354,0.1202
E02002356,0.0474
E02002357,0.09680000000000001
E02002358,0.14279999999999998
E02002359,0.05225
E02002360,0.11975000000000001
E02002361,0.11475
E02002362,0.22719999999999999
E02002363,0.06874999999999999
E02002364,0.298
E02002366,0.1072
E02002367,0.2735
E02002368,0.05500000000000001
E02002369,0.2884
E02002370,0.23299999999999998
E02002371,0.2428
E02002373,0.048999999999999995
E02002374,0.14175
E02002375,0.2605
E02002376,0.28025
E02002377,0.28775
E02002379,0.3325
E02002380,0.1455
E02002381,0.14400000000000002
E02002382,0.327
E02002383,0.0948
E02002384,0.23025
E02002385,0.1436
E02002386,0.06616666666666667
E02002387,0.237
E02002388,0.23279999999999998
E02002389,0.29425
E02002390,0.16325
E02002391,0.0882
E02002392,0.1275
E02002393,0.32599999999999996
E02002394,0.361
E02002395,0.10425
E02002396,0.167
E02002397,0.1478
E02002398,0.0628
E02002399,0.26
E02002400,0.3264
E02002401,0.34750000000000003
E02002402,0.043250000000000004
E02002403,0.09125
E02002404,0.24850000000000003
E02002405,0.1024
E02002406,0.042
E02002407,0.29600000000000004
E02002408,0.11139999999999999
E02002409,0.17049999999999998
E02002410,0.134
E02002411,0.29225
E02002412,0.11375
E02002414,0.295
E02002415,0.36925
E02002416,0.097
E02002417,0.10025
E02002418,0.07880000000000001
E02002419,0.251
E02002420,0.1486
E02002421,0.353
E02002422,0.0665
E02002423,0.2455
E02002424,0.1028
E02002425,0.1016
E02002426,0.10899999999999999
E02002427,0.13399999999999998
E02002428,0.19200000000000003
E02002429,0.0964
E02002430,0.3312
E02002431,0.1262
E02002432,0.0992
E02002433,0.14750000000000002
E02002434,0.07949999999999999
E02002435,0.0842
E02002436,0.15475
E02002437,0.042749999999999996
E02002438,0.2518
E02002439,0.16575
E02002440,0.18580000000000002
E02002441,0.1836
E02002442,0.07866666666666666
E02002443,0.0645
E02002444,0.09825
E02002445,0.0968
E02002446,0.079
E02002447,0.16375
E02002448,0.21280000000000002
E02002449,0.10500000000000001
E02002450,0.10575
E02002451,0.0862
E02002452,0.19860000000000003
E02002453,0.1935
E02002454,0.167
E02002455,0.2375
E02002456,0.12175
E02002457,0.22159999999999996
E02002458,0.09533333333333333
E02002459,0.1555
E02002460,0.08
E02002461,0.144
E02002462,0.1022
E02002463,0.27699999999999997
E02002464,0.2024
E02002465,0.11175
E02002466,0.12233333333333334
E02002467,0.21139999999999998
E02002468,0.08375
E02002469,0.08574999999999999
E02002470,0.032
E02002471,0.0706
E02002472,0.07275
E02002473,0.07525
E02002474,0.17049999999999998
E02002475,0.0515
E02002476,0.27675
E02002477,0.1785
E02002478,0.14200000000000002
E02002479,0.1772
E02002480,0.17275000000000001
E02002481,0.173
E02002482,0.21625
E02002483,0.11583333333333334
E02002484,0.35366666666666663
E02002485,0.3024
E02002489,0.30100000000000005
E02002490,0.276
E02002491,0.25
E02002492,0.21375
E02002493,0.09375
E02002494,0.3468
E02002496,0.3016666666666667
E02002497,0.4375
E02002498,0.4123333333333334
E02002499,0.3952
E02002500,0.2305
E02002501,0.3126666666666667
E02002502,0.4013333333333333
E02002503,0.27649999999999997
E02002504,0.13620000000000002
E02002505,0.3975
E02002506,0.35275
E02002507,0.07275
E02002508,0.08233333333333333
E02002509,0.20425
E02002510,0.072
E02002512,0.04466666666666667
E02002513,0.2758
E02002514,0.19216666666666668
E02002515,0.254
E02002516,0.1945
E02002517,0.23025
E02002518,0.07542857142857143
E02002519,0.30300000000000005
E02002520,0.10087499999999999
E02002521,0.13975
E02002523,0.448
E02002524,0.16375
E02002525,0.1985
E02002526,0.1775
E02002527,0.2713333333333333
E02002529,0.1625
E02002530,0.198
E02002532,0.21825
E02002533,0.06366666666666666
E02002534,0.04175
E02002535,0.06783333333333333
E02002536,0.15983333333333333
E02002537,0.26933333333333337
E02002538,0.1705
E02002539,0.052833333333333336
E02002540,0.0645
E02002541,0.15675
E02002542,0.26433333333333336
E02002543,0.27159999999999995
E02002544,0.2752
E02002545,0.08275
E02002546,0.31
E02002547,0.09225
E02002549,0.0784
E02002550,0.15999999999999998
E02002551,0.31675000000000003
E02002552,0.18825
E02002553,0.17366666666666666
E02002554,0.2685
E02002555,0.07133333333333335
E02002556,0.056400000000000006
E02002558,0.05442857142857143
E02002559,0.058399999999999994
E02002560,0.10024999999999999
E02002561,0.0995
E02002562,0.236
E02002563,0.16625
E02002564,0.20516666666666664
E02002567,0.2916666666666667
E02002568,0.0515
E02002569,0.0382
E02002570,0.256
E02002571,0.18599999999999997
E02002572,0.2345
E02002573,0.065
E02002574,0.0655
E02002575,0.0512
E02002576,0.1474
E02002577,0.27199999999999996
E02002578,0.1542
E02002579,0.2246
E02002580,0.31575000000000003
E02002581,0.11624999999999999
E02002582,0.0484
E02002583,0.3652
E02002584,0.14340000000000003
E02002585,0.18180000000000002
E02002586,0.31233333333333335
E02002587,0.26
E02002588,0.2814
E02002589,0.041600000000000005
E02002590,0.051
E02002591,0.0825
E02002592,0.10400000000000001
E02002593,0.112
E02002594,0.16375
E02002595,0.23220000000000002
E02002596,0.081
E02002597,0.24650000000000002
E02002598,0.0655
E02002599,0.0824
E02002600,0.17966666666666667
E02002601,0.0646
E02002602,0.23500000000000001
E02002603,0.054000000000000006
E02002604,0.0658
E02002605,0.08750000000000001
E02002606,0.1745
