msoa21cd,Income_Score
E02000478,0.0465
E02000479,0.118
E02000480,0.137
E02000481,0.0674
E02000482,0.0305
E02000483,0.09559999999999999
E02000484,0.0622
E02000485,0.0718
E02000486,0.06899999999999999
E02000487,0.0236
E02000488,0.0492
E02000489,0.10899999999999999
E02000490,0.1066
E02000491,0.1752
E02000492,0.0875
E02000493,0.14775
E02000494,0.07039999999999999
E02000495,0.09033333333333333
E02000496,0.118
E02000497,0.1018
E02000498,0.087
E02000499,0.0512
E02000500,0.0462
E02000501,0.065
E02000502,0.0638
E02000503,0.0492
E02000504,0.039
E02000506,0.0512
E02000507,0.0748
E02000508,0.0605
E02000509,0.15133333333333335
E02000510,0.094
E02000511,0.09866666666666667
E02000512,0.16160000000000002
E02000513,0.1874
E02000514,0.129
E02000515,0.1352
E02000516,0.1488
E02000517,0.18239999999999998
E02000518,0.16899999999999998
E02000519,0.1896
E02000520,0.1715
E02000521,0.16649999999999998
E02000522,0.1504
E02000523,0.11875
E02000524,0.1235
E02000525,0.137
E02000526,0.055200000000000006
E02000529,0.152
E02000530,0.22375
E02000531,0.12325
E02000532,0.09616666666666666
E02000533,0.096
E02000534,0.07075
E02000535,0.11479999999999999
E02000536,0.1322
E02000537,0.0754
E02000538,0.1252
E02000539,0.148
E02000540,0.10675000000000001
E02000541,0.161
E02000542,0.12775
E02000543,0.1034
E02000544,0.0752
E02000545,0.16960000000000003
E02000546,0.1332
E02000547,0.1234
E02000548,0.16799999999999998
E02000549,0.13183333333333333
E02000550,0.158
E02000551,0.2158
E02000552,0.1048
E02000553,0.12625
E02000554,0.2528333333333333
E02000555,0.18999999999999997
E02000556,0.1935
E02000557,0.2096
E02000558,0.28440000000000004
E02000559,0.121
E02000560,0.15266666666666667
E02000561,0.09575
E02000562,0.16899999999999998
E02000563,0.2338
E02000564,0.1735
E02000565,0.21100000000000002
E02000566,0.1236
E02000567,0.17033333333333334
E02000568,0.20859999999999998
E02000569,0.19283333333333333
E02000570,0.1002
E02000571,0.2132
E02000572,0.256
E02000573,0.11499999999999999
E02000574,0.1484
E02000575,0.13271428571428573
E02000576,0.191
E02000577,0.34140000000000004
E02000578,0.312
E02000579,0.197
E02000580,0.21400000000000002
E02000581,0.3026
E02000582,0.0728
E02000583,0.0742
E02000584,0.04
E02000585,0.0818
E02000586,0.023799999999999998
E02000587,0.04
E02000588,0.0158
E02000589,0.0666
E02000590,0.11499999999999999
E02000591,0.164
E02000592,0.026333333333333334
E02000593,0.097
E02000594,0.055200000000000006
E02000595,0.07320000000000002
E02000596,0.063
E02000597,0.236
E02000598,0.048
E02000599,0.0398
E02000600,0.08220000000000001
E02000601,0.0612
E02000602,0.1404
E02000603,0.1216
E02000604,0.0796
E02000605,0.0826
E02000606,0.053000000000000005
E02000607,0.04975
E02000608,0.0695
E02000609,0.0978
E02000610,0.0978
E02000611,0.0386
E02000612,0.0702
E02000613,0.0782
E02000614,0.0992
E02000615,0.067
E02000616,0.06075
E02000617,0.11579999999999999
E02000619,0.1934
E02000620,0.17225
E02000621,0.12
E02000622,0.13799999999999998
E02000623,0.195
E02000624,0.2104
E02000625,0.213
E02000626,0.24220000000000003
E02000627,0.1678
E02000628,0.23366666666666666
E02000629,0.119
E02000630,0.1162
E02000631,0.126
E02000632,0.11300000000000002
E02000633,0.18580000000000002
E02000634,0.1865
E02000635,0.17040000000000002
E02000636,0.07139999999999999
E02000637,0.1052
E02000638,0.1584
E02000639,0.1888
E02000640,0.106
E02000641,0.2414
E02000642,0.1528
E02000643,0.1282
E02000644,0.122
E02000645,0.1318
E02000646,0.10640000000000001
E02000647,0.1166
E02000648,0.23900000000000002
E02000649,0.12866666666666668
E02000650,0.2052
E02000651,0.11979999999999999
E02000652,0.1444
E02000653,0.19875
E02000654,0.2512
E02000655,0.1836
E02000657,0.1434
E02000658,0.14279999999999998
E02000659,0.13999999999999999
E02000660,0.129
E02000661,0.101
E02000662,0.1746
E02000663,0.126
E02000665,0.12775
E02000666,0.14600000000000002
E02000667,0.0915
E02000668,0.105
E02000669,0.1372
E02000670,0.203
E02000671,0.13399999999999998
E02000672,0.1885
E02000673,0.09259999999999999
E02000674,0.1342
E02000675,0.1226
E02000676,0.1312
E02000677,0.129
E02000678,0.195
E02000679,0.173
E02000680,0.1725
E02000681,0.20860000000000004
E02000682,0.21000000000000002
E02000683,0.2085
E02000685,0.1738
E02000686,0.25075000000000003
E02000687,0.16499999999999998
E02000689,0.0285
E02000690,0.04025
E02000691,0.0612
E02000692,0.0374
E02000693,0.0775
E02000694,0.0764
E02000695,0.09559999999999999
E02000696,0.1248
E02000697,0.0402
E02000698,0.0358
E02000699,0.039400000000000004
E02000700,0.181
E02000701,0.13479999999999998
E02000702,0.1694
E02000703,0.053000000000000005
E02000704,0.0888
E02000705,0.1026
E02000706,0.2096
E02000707,0.1948
E02000708,0.06620000000000001
E02000709,0.060399999999999995
E02000710,0.158
E02000711,0.1454
E02000712,0.1528
E02000713,0.053000000000000005
E02000714,0.16175
E02000715,0.18575
E02000716,0.1775
E02000717,0.177
E02000718,0.21350000000000002
E02000719,0.15425
E02000720,0.14575
E02000721,0.1992
E02000722,0.154
E02000723,0.1544
E02000724,0.1696
E02000725,0.16
E02000727,0.1555
E02000728,0.1464
E02000729,0.1545
E02000730,0.158
E02000731,0.1494
E02000732,0.21575
E02000733,0.1886
E02000734,0.189
E02000735,0.19566666666666666
E02000736,0.18819999999999998
E02000737,0.1648
E02000738,0.11
E02000739,0.176
E02000740,0.19425
E02000741,0.152
E02000742,0.182
E02000743,0.2295
E02000744,0.186
E02000745,0.18380000000000002
E02000746,0.24033333333333332
E02000747,0.255
E02000748,0.13825
E02000749,0.233
E02000751,0.04585714285714286
E02000752,0.1945
E02000753,0.15175
E02000754,0.09625
E02000755,0.10033333333333333
E02000756,0.10057142857142856
E02000757,0.06142857142857143
E02000758,0.12425
E02000759,0.09642857142857142
E02000760,0.16649999999999998
E02000762,0.0805
E02000763,0.11599999999999999
E02000764,0.074
E02000765,0.09525
E02000767,0.10350000000000001
E02000768,0.047
E02000770,0.12
E02000772,0.127
E02000773,0.123
E02000774,0.1535
E02000776,0.125
E02000777,0.0915
E02000779,0.16599999999999998
E02000781,0.13014285714285714
E02000782,0.20650000000000002
E02000783,0.2155
E02000784,0.06757142857142857
E02000785,0.0395
E02000786,0.07228571428571429
E02000787,0.092
E02000788,0.0472
E02000789,0.07725
E02000790,0.03125
E02000791,0.03225
E02000792,0.0355
E02000793,0.07699999999999999
E02000794,0.03975
E02000795,0.037500000000000006
E02000796,0.10916666666666668
E02000797,0.042
E02000798,0.06742857142857142
E02000799,0.040749999999999995
E02000800,0.127
E02000801,0.045
E02000802,0.0605
E02000803,0.114
E02000804,0.04625
E02000805,0.06266666666666666
E02000806,0.0595
E02000807,0.0826
E02000808,0.1275
E02000810,0.19633333333333333
E02000812,0.1825
E02000813,0.1806
E02000814,0.1014
E02000815,0.11933333333333333
E02000816,0.186
E02000817,0.23500000000000001
E02000818,0.206
E02000819,0.19
E02000820,0.16333333333333333
E02000821,0.294
E02000822,0.21633333333333335
E02000823,0.1992
E02000824,0.2448
E02000825,0.2502
E02000826,0.2084
E02000827,0.19516666666666668
E02000828,0.21366666666666667
E02000829,0.21719999999999998
E02000830,0.118
E02000831,0.1416
E02000832,0.21259999999999998
E02000833,0.1396
E02000834,0.0996
E02000835,0.1355
E02000836,0.093
E02000837,0.0474
E02000838,0.10979999999999998
E02000839,0.1276
E02000840,0.21100000000000002
E02000841,0.181
E02000842,0.0628
E02000843,0.1015
E02000844,0.1338
E02000845,0.0668
E02000846,0.07225
E02000847,0.05316666666666667
E02000848,0.049
E02000849,0.09079999999999999
E02000850,0.07485714285714286
E02000851,0.13275
E02000852,0.059399999999999994
E02000853,0.093
E02000854,0.0772
E02000855,0.0464
E02000856,0.0758
E02000857,0.07339999999999999
E02000858,0.2274
E02000859,0.0844
E02000860,0.1366
E02000861,0.03319999999999999
E02000863,0.06875
E02000864,0.246
E02000865,0.25666666666666665
E02000866,0.1564
E02000867,0.1738
E02000868,0.174
E02000869,0.228
E02000870,0.20550000000000002
E02000871,0.25975000000000004
E02000872,0.22699999999999998
E02000873,0.19899999999999998
E02000874,0.22949999999999998
E02000875,0.24725
E02000876,0.21425
E02000877,0.21066666666666667
E02000878,0.20179999999999998
E02000879,0.22125
E02000880,0.19475
E02000881,0.304
E02000882,0.254
E02000883,0.2793333333333333
E02000884,0.18833333333333335
E02000885,0.26125000000000004
E02000886,0.19633333333333333
E02000887,0.2485
E02000888,0.1554
E02000889,0.162
E02000890,0.06566666666666666
E02000893,0.1585
E02000894,0.10066666666666667
E02000895,0.1522
E02000896,0.08739999999999999
E02000897,0.1768
E02000898,0.1368
E02000899,0.11760000000000001
E02000900,0.16699999999999998
E02000901,0.09433333333333332
E02000902,0.1482
E02000903,0.2332
E02000904,0.12075
E02000905,0.1308
E02000906,0.174
E02000907,0.23299999999999998
E02000908,0.14975
E02000909,0.1224
E02000910,0.14016666666666666
E02000911,0.173
E02000912,0.1782
E02000913,0.1336
E02000914,0.1885
E02000915,0.1152
E02000916,0.16440000000000002
E02000917,0.1062
E02000918,0.1602
E02000919,0.10940000000000001
E02000920,0.1744
E02000921,0.19216666666666668
E02000922,0.14216666666666666
E02000923,0.07125000000000001
E02000925,0.1965
E02000926,0.1096
E02000927,0.14775
E02000928,0.0518
E02000929,0.24100000000000002
E02000930,0.062
E02000931,0.036199999999999996
E02000932,0.0285
E02000933,0.061
E02000934,0.06999999999999999
E02000935,0.20925000000000002
E02000936,0.08420000000000001
E02000937,0.0526
E02000938,0.154
E02000939,0.0456
E02000940,0.13566666666666669
E02000941,0.0785
E02000942,0.0535
E02000943,0.0722
E02000944,0.18875
E02000945,0.186
E02000946,0.125
E02000947,0.05700000000000001
E02000948,0.085
E02000949,0.049499999999999995
E02000950,0.10640000000000001
E02000951,0.10175
E02000952,0.11125
E02000953,0.067
E02000954,0.1085
E02000955,0.17275000000000001
E02000956,0.15575
E02000957,0.13
E02000958,0.1056
E02000959,0.15975
E02000960,0.069
E02000961,0.1248
E02000962,0.1304
E02000963,0.2506
E02000964,0.23516666666666666
E02000965,0.10940000000000001
E02000966,0.08124999999999999
E02000967,0.04175
E02000968,0.304375
E02000969,0.2994
E02000970,0.028000000000000004
E02000971,0.0718
E02000972,0.09733333333333334
E02000973,0.115
E02000974,0.09983333333333333
E02000975,0.05500000000000001
E02000976,0.09616666666666666
E02000977,0.106
E02000978,0.01075
E02000979,0.1336
E02000980,0.1985
E02000981,0.10400000000000001
E02000982,0.18325
E02000983,0.21075
E02000984,0.034199999999999994
E02000985,0.0518
E02000986,0.07139999999999999
E02000987,0.1666
E02000988,0.20860000000000004
E02000989,0.0655
E02000990,0.0878
E02000991,0.11400000000000002
E02000992,0.08825
E02000993,0.32125
E02000994,0.3456
E02000995,0.16519999999999999
E02000996,0.341
E02000997,0.12475
E02000998,0.2854
E02000999,0.3778
E02001000,0.2061666666666667
E02001001,0.14340000000000003
E02001002,0.16416666666666666
E02001003,0.0536
E02001004,0.3372
E02001005,0.25680000000000003
E02001006,0.24220000000000003
E02001007,0.11257142857142857
E02001008,0.3396
E02001009,0.21125
E02001010,0.28025
E02001011,0.056833333333333326
E02001012,0.189
E02001013,0.08025
E02001014,0.178
E02001015,0.238
E02001016,0.3074
E02001017,0.129
E02001018,0.0866
E02001019,0.09116666666666667
E02001020,0.04675
E02001021,0.0486
E02001022,0.1292
E02001023,0.12575
E02001024,0.0698
E02001025,0.28959999999999997
E02001026,0.2728333333333333
E02001027,0.16375
E02001028,0.040400000000000005
E02001029,0.1965
E02001030,0.07725
E02001031,0.1615
E02001032,0.1244
E02001033,0.19375
E02001034,0.2894
E02001035,0.0772
E02001036,0.1385
E02001037,0.0658
E02001038,0.19175
E02001039,0.2252
E02001040,0.11175
E02001041,0.1752
E02001042,0.10799999999999998
E02001043,0.155
E02001044,0.09559999999999999
E02001045,0.304
E02001046,0.32075
E02001047,0.2575
E02001048,0.20800000000000002
E02001049,0.18483333333333332
E02001050,0.28700000000000003
E02001051,0.23479999999999998
E02001052,0.2686
E02001053,0.4093333333333333
E02001055,0.315
E02001056,0.3856
E02001059,0.29350000000000004
E02001061,0.3145
E02001062,0.33
E02001063,0.11566666666666665
E02001064,0.329
E02001065,0.257
E02001066,0.203
E02001067,0.33925
E02001068,0.4243333333333333
E02001069,0.25566666666666665
E02001070,0.17839999999999998
E02001072,0.2064
E02001073,0.10616666666666667
E02001074,0.24949999999999997
E02001075,0.218
E02001076,0.07633333333333334
E02001077,0.1036
E02001078,0.1555
E02001079,0.2254
E02001080,0.10840000000000001
E02001081,0.10925
E02001082,0.1025
E02001083,0.101
E02001084,0.1366
E02001085,0.2924
E02001086,0.1915
E02001087,0.06083333333333333
E02001088,0.24619999999999997
E02001089,0.0886
E02001090,0.1285
E02001091,0.16899999999999998
E02001092,0.23500000000000001
E02001093,0.32480000000000003
E02001094,0.3786
E02001095,0.2886
E02001096,0.2184
E02001097,0.2598
E02001098,0.12475
E02001099,0.15
E02001100,0.122
E02001101,0.081
E02001102,0.08324999999999999
E02001103,0.06275
E02001104,0.15175
E02001105,0.11425
E02001106,0.1335
E02001107,0.14525
E02001108,0.26699999999999996
E02001109,0.2332
E02001110,0.04475
E02001111,0.4325
E02001112,0.05325
E02001113,0.3316
E02001114,0.1812
E02001115,0.1335
E02001116,0.22625
E02001117,0.05366666666666667
E02001118,0.06775
E02001119,0.30999999999999994
E02001121,0.29475
E02001123,0.2865
E02001124,0.25625
E02001125,0.1182
E02001126,0.3038
E02001127,0.2982
E02001128,0.1736
E02001129,0.21825
E02001130,0.12375
E02001131,0.122
E02001132,0.13125
E02001133,0.08325
E02001134,0.078
E02001135,0.3222
E02001136,0.14133333333333334
E02001137,0.069
E02001138,0.074
E02001139,0.33
E02001140,0.225
E02001141,0.36757142857142855
E02001142,0.07975
E02001143,0.2791666666666667
E02001144,0.14300000000000002
E02001145,0.1002
E02001146,0.3114
E02001147,0.25660000000000005
E02001148,0.1735
E02001149,0.2665
E02001150,0.20666666666666667
E02001151,0.11333333333333334
E02001152,0.20083333333333334
E02001153,0.2956666666666667
E02001154,0.16242857142857142
E02001155,0.1792
E02001156,0.09642857142857142
E02001157,0.3612
E02001158,0.28200000000000003
E02001159,0.2385
E02001160,0.303
E02001161,0.13525
E02001162,0.16599999999999998
E02001163,0.12666666666666668
E02001164,0.23233333333333336
E02001165,0.17850000000000002
E02001166,0.15575
E02001167,0.22649999999999998
E02001168,0.18366666666666667
E02001169,0.05014285714285714
E02001170,0.034333333333333334
E02001171,0.06825
E02001173,0.37799999999999995
E02001174,0.1045
E02001175,0.2068
E02001176,0.15942857142857145
E02001177,0.19466666666666665
E02001179,0.25025
E02001180,0.3485
E02001181,0.27325
E02001182,0.26725
E02001183,0.20675
E02001185,0.14985714285714286
E02001186,0.1525
E02001187,0.1508
E02001188,0.2186
E02001189,0.12633333333333333
E02001190,0.40675
E02001191,0.1295
E02001192,0.07675
E02001193,0.19125
E02001194,0.07
E02001195,0.11839999999999999
E02001196,0.09680000000000001
E02001197,0.09775
E02001198,0.177
E02001199,0.0722
E02001200,0.30433333333333334
E02001201,0.1045
E02001202,0.21275
E02001203,0.03175
E02001204,0.12
E02001205,0.1606
E02001206,0.09540000000000001
E02001207,0.0752
E02001208,0.11480000000000001
E02001209,0.1338
E02001210,0.20620000000000002
E02001211,0.06175
E02001212,0.27625
E02001213,0.08166666666666667
E02001214,0.1018
E02001215,0.08225
E02001216,0.0618
E02001217,0.1305
E02001218,0.05775
E02001219,0.0395
E02001220,0.08375
E02001221,0.0455
E02001222,0.0765
E02001223,0.0382
E02001224,0.051000000000000004
E02001225,0.056600000000000004
E02001226,0.0935
E02001227,0.03225
E02001228,0.035750000000000004
E02001229,0.10966666666666668
E02001230,0.11375
E02001231,0.15975
E02001232,0.21760000000000002
E02001233,0.19419999999999998
E02001234,0.24979999999999997
E02001235,0.15525
E02001236,0.265
E02001237,0.194
E02001238,0.1484
E02001239,0.19033333333333335
E02001240,0.14625
E02001241,0.27975
E02001242,0.07825
E02001243,0.0996
E02001244,0.0885
E02001245,0.16899999999999998
E02001246,0.21139999999999998
E02001247,0.1824
E02001248,0.22016666666666665
E02001249,0.15575
E02001250,0.07975
E02001251,0.1195
E02001252,0.0786
E02001253,0.1335
E02001254,0.15325
E02001255,0.354
E02001256,0.24150000000000002
E02001257,0.19116666666666668
E02001258,0.0784
E02001259,0.2832
E02001260,0.0772
E02001261,0.1605
E02001262,0.20739999999999997
E02001263,0.053200000000000004
E02001264,0.1032
E02001265,0.1062
E02001266,0.1665
E02001267,0.10700000000000001
E02001268,0.0602
E02001269,0.15819999999999998
E02001270,0.061399999999999996
E02001271,0.12375
E02001272,0.0516
E02001273,0.0616
E02001274,0.0506
E02001275,0.272
E02001276,0.13820000000000002
E02001277,0.1884
E02001278,0.040999999999999995
E02001279,0.037
E02001280,0.158
E02001281,0.036
E02001282,0.059800000000000006
E02001283,0.0686
E02001284,0.030199999999999998
E02001285,0.047599999999999996
E02001286,0.0432
E02001287,0.05499999999999999
E02001288,0.0842
E02001289,0.07871428571428572
E02001290,0.10175000000000001
E02001291,0.1702
E02001292,0.08080000000000001
E02001293,0.10575
E02001294,0.1274
E02001295,0.2734
E02001296,0.3448
E02001297,0.17099999999999999
E02001298,0.2414
E02001299,0.127
E02001300,0.1672
E02001301,0.22240000000000001
E02001302,0.195
E02001303,0.2682
E02001304,0.072
E02001305,0.1022
E02001306,0.095
E02001307,0.04414285714285714
E02001308,0.1195
E02001309,0.11925
E02001310,0.23079999999999998
E02001311,0.1414
E02001312,0.1644
E02001313,0.2408
E02001314,0.0736
