msoa_id,ring_id,order,x,y,Eligible,Borough
E02000985,E02000985_0,96,373909.9500000002,412144.1040000003,0,Bolton
E02000985,E02000985_0,97,373954.017,412206.53949999996,0,Bolton
E02000985,E02000985_0,98,374001.3205000004,412234.7190000005,0,Bolton
E02000985,E02000985_0,99,374025.9450000003,412213.6339999996,0,Bolton
E02000985,E02000985_0,100,374116.40199999977,412320.2430000007,0,Bolton
E02000985,E02000985_0,101,374145.7860000003,412354.6469999999,0,Bolton
E02000985,E02000985_0,102,374100.7929999996,412393.58300000057,0,Bolton
E02000985,E02000985_0,103,374080.0,412418.0,0,Bolton
E02000985,E02000985_0,104,374049.4665999999,412401.70680000074,0,Bolton
E02000985,E02000985_0,105,373993.90699999966,412558.87600000016,0,Bolton
E02000985,E02000985_0,106,374024.0800000001,412588.409,0,Bolton
E02000985,E02000985_0,107,373992.3150000004,412632.0850000009,0,Bolton
E02000985,E02000985_0,108,373936.2810000004,412563.93099999987,0,Bolton
E02000985,E02000985_0,109,373850.32799999975,412553.49200000055,0,Bolton
E02000985,E02000985_0,110,373791.1059999997,412506.2139999997,0,Bolton
E02000985,E02000985_0,111,373778.0,412457.0,0,Bolton
E02000985,E02000985_0,112,373752.0,412512.0,0,Bolton
E02000985,E02000985_0,113,373879.04399999976,412643.44999999925,0,Bolton
E02000985,E02000985_0,114,373776.1459999997,412669.4879999999,0,Bolton
E02000985,E02000985_0,115,373799.79000000004,412721.8780000005,0,Bolton
E02000985,E02000985_0,116,373775.20799999963,412763.91599999927,0,Bolton
E02000985,E02000985_0,117,373828.73500000034,412825.91899999976,0,Bolton
E02000985,E02000985_0,118,373889.13900000043,412714.9969999995,0,Bolton
E02000985,E02000985_0,119,374012.0,412899.0,0,Bolton
E02000985,E02000985_0,120,374110.8080000002,412853.09600000083,0,Bolton
E02000985,E02000985_0,121,374262.54000000004,413105.9600000009,0,Bolton
E02000985,E02000985_0,122,374263.90199999977,413114.5649999995,0,Bolton
E02000985,E02000985_0,123,374262.86649999954,413203.7874999996,0,Bolton
E02000985,E02000985_0,124,374102.44799999986,413288.23399999924,0,Bolton
E02000985,E02000985_0,125,373777.0,413231.0,0,Bolton
E02000985,E02000985_0,126,373806.4040000001,413357.6610000003,0,Bolton
E02000985,E02000985_0,127,373505.517,413429.32499999925,0,Bolton
E02000985,E02000985_0,128,373545.0939999996,413486.0940000005,0,Bolton
E02000985,E02000985_0,129,373558.3119999999,413616.5,0,Bolton
E02000985,E02000985_0,130,373505.2810000004,413771.1860000007,0,Bolton
E02000985,E02000985_0,131,373387.5939999996,413899.81200000085,0,Bolton
E02000985,E02000985_0,132,373370.9060000004,413956.68700000085,0,Bolton
E02000985,E02000985_0,133,373420.0,413999.30599999987,0,Bolton
E02000985,E02000985_0,134,373348.09800000023,414115.19099999964,0,Bolton
E02000985,E02000985_0,135,373359.3119999999,414224.31200000085,0,Bolton
E02000986,E02000986_0,0,372317.216,413558.9419999998,0,Bolton
E02000986,E02000986_0,1,372386.1299999999,413689.78500000015,0,Bolton
E02000986,E02000986_0,2,372329.7089999998,413708.0529999994,0,Bolton
E02000986,E02000986_0,3,372274.38800000027,413655.26600000076,0,Bolton
E02000986,E02000986_0,4,372147.04899999965,413614.30700000003,0,Bolton
E02000986,E02000986_0,5,372119.26300000027,413596.52899999917,0,Bolton
E02000986,E02000986_0,6,372125.2429999998,413511.74899999984,0,Bolton
E02000986,E02000986_0,7,372088.7980000004,413526.1919999998,0,Bolton
