Borough,x,y,xend,yend
Bury,375934.3119999999,412028.8120000009,375966.5939999996,411887.0
Bury,375847.25,411758.3440000005,375966.5939999996,411887.0
Bury,380769.68599999975,415759.21800000034,380884.0959999999,415499.9039999992
Bury,380575.4060000004,416025.4690000005,380769.68599999975,415759.21800000034
Bury,380425.7189999996,416920.9059999995,380575.4060000004,416025.4690000005
Bury,381257.875,414655.6870000009,381347.0,414531.4059999995
Bury,381190.2189999996,414952.7809999995,381257.875,414655.6870000009
Bury,381119.9060000004,415080.7809999995,381190.2189999996,414952.7809999995
Bury,380993.4060000004,415181.5,381119.9060000004,415080.7809999995
Bury,380991.6869999999,415306.3120000009,380993.4060000004,415181.5
Bury,380884.0959999999,415499.9039999992,380991.6869999999,415306.3120000009
Bury,381689.5,413789.625,381724.7860000003,413608.0920000002
Bury,381528.5144999996,413855.4600000009,381689.5,413789.625
Bury,381389.2989999997,413780.99599999934,381528.5144999996,413855.4600000009
Bury,381367.1880000001,413839.5,381389.2989999997,413780.99599999934
Bury,381367.1880000001,413839.5,381416.7189999996,413949.0
Bury,381415.0,414098.5,381416.7189999996,413949.0
Bury,381281.0899999999,414358.7750000004,381415.0,414098.5
Bury,381281.0899999999,414358.7750000004,381347.0,414531.4059999995
Bury,381853.0,413623.2809999995,382068.2810000004,413584.9039999992
Bury,381838.5,413553.2190000005,381853.0,413623.2809999995
Bury,381724.7860000003,413608.0920000002,381838.5,413553.2190000005
Bury,381983.0769999996,410506.7709999997,382105.5,410433.2200000007
Bury,382105.5,410433.2200000007,382218.8130000001,410315.5
Bury,382218.8130000001,410315.5,382270.0920000002,410411.2899999991
Bury,382228.9060000004,410628.0940000005,382270.0920000002,410411.2899999991
Bury,382228.9060000004,410628.0940000005,382456.1869999999,410562.4059999995
Bury,382456.1869999999,410562.4059999995,382514.5,410579.1870000009
Bury,382514.5,410579.1870000009,382581.3130000001,410684.9059999995
Bury,382581.3130000001,410684.9059999995,382932.3130000001,410652.0940000005
Bury,382932.3130000001,410652.0940000005,382951.7060000002,410675.4550000001
Bury,382951.7060000002,410675.4550000001,383004.40500000026,410968.3080000002
Bury,383004.40500000026,410968.3080000002,383106.23500000034,411078.1439999994
Bury,383106.23500000034,411078.1439999994,383185.0,411197.5
Bury,383185.0,411197.5,383549.5889999997,411428.3890000004
Bury,383549.5889999997,411428.3890000004,383741.9060000004,411446.3120000009
Bury,383741.9060000004,411446.3120000009,383844.9143000003,411418.0368000008
Bury,383844.9143000003,411418.0368000008,383888.5,411607.59300000034
Bury,383860.90699999966,411676.6879999992,383888.5,411607.59300000034
Bury,383735.4709999999,411733.5120000001,383860.90699999966,411676.6879999992
Bury,383646.5,411782.8120000009,383735.4709999999,411733.5120000001
Bury,383603.98500000034,411919.4729999993,383646.5,411782.8120000009
Bury,383522.3130000001,412062.3120000009,383603.98500000034,411919.4729999993
Bury,383498.7599999998,412257.9869999997,383522.3130000001,412062.3120000009
Bury,383490.5939999996,412318.5940000005,383498.7599999998,412257.9869999997
Bury,383252.9620000003,412240.2829999998,383490.5939999996,412318.5940000005
Bury,383176.3130000001,412202.3120000009,383252.9620000003,412240.2829999998
Bury,382991.8119999999,412185.00100000016,383176.3130000001,412202.3120000009
Bury,382875.2810000004,412216.3120000009,382991.8119999999,412185.00100000016
Bury,382784.6880000001,412250.5940000005,382875.2810000004,412216.3120000009
Bury,382631.0,412390.2190000005,382784.6880000001,412250.5940000005
Bury,382606.4060000004,412375.6870000009,382631.0,412390.2190000005
Bury,382490.693,412510.0769999996,382606.4060000004,412375.6870000009
Bury,382312.8130000001,412783.5940000005,382490.693,412510.0769999996
Bury,382256.59700000007,412946.3059999999,382312.8130000001,412783.5940000005
Bury,382117.1030000001,413139.8800000008,382256.59700000007,412946.3059999999
Bury,382068.2810000004,413584.9039999992,382117.1030000001,413139.8800000008
Bury,381390.7520000003,410017.966,381441.182,410069.1370000001
Bury,381441.182,410069.1370000001,381617.8130000001,409928.9059999995
Bury,381617.8130000001,409928.9059999995,381680.8130000001,409926.6870000009
Bury,381680.8130000001,409926.6870000009,381701.3130000001,409992.5
Bury,381641.5,410251.693,381701.3130000001,409992.5
Bury,381641.5,410251.693,381658.8130000001,410359.1870000009
Bury,381658.8130000001,410359.1870000009,381767.4060000004,410562.1870000009
Bury,381767.4060000004,410562.1870000009,381861.0029999996,410582.6919999998
Bury,381861.0029999996,410582.6919999998,381983.0769999996,410506.7709999997
Bury,375817.0,411576.5960000008,375847.25,411758.3440000005
Bury,375709.0939999996,411331.0,375817.0,411576.5960000008
Bury,375648.68900000025,411268.2190000005,375709.0939999996,411331.0
Bury,375648.68900000025,411268.2190000005,375722.49899999984,411117.9059999995
Bury,381407.8130000001,409741.0940000005,381466.5959999999,409618.0
Bury,381390.7520000003,410017.966,381407.8130000001,409741.0940000005
Bury,375692.3130000001,411070.4059999995,375722.49899999984,411117.9059999995
Bury,375349.65500000026,410864.66300000064,375692.3130000001,411070.4059999995
Bury,375150.8585000001,410809.80450000055,375349.65500000026,410864.66300000064
Bury,375150.8585000001,410809.80450000055,375165.9298,410704.3323999997
Bury,375165.9298,410704.3323999997,375219.6880000001,410576.1870000009
Bury,375219.6880000001,410576.1870000009,375296.2810000004,410497.2809999995
Bury,375269.00100000016,410403.3120000009,375296.2810000004,410497.2809999995
Bury,375216.0186999999,410372.8868000005,375269.00100000016,410403.3120000009
Bury,375171.6880000001,410320.5,375216.0186999999,410372.8868000005
Bury,375163.6869999999,410223.0,375171.6880000001,410320.5
Bury,375163.6869999999,410223.0,375205.5939999996,410192.25
Bury,375204.4994000001,410108.39660000056,375205.5939999996,410192.25
Bury,375204.4994000001,410108.39660000056,375216.8130000001,410028.0
Bury,375216.8130000001,410028.0,375255.6869999999,409988.5940000005
Bury,375201.0352999997,409594.7800999992,375255.6869999999,409988.5940000005
Bury,375165.1880000001,409564.5,375201.0352999997,409594.7800999992
Bury,375165.1880000001,409564.5,375176.3779999996,409527.8139999993
Bury,375176.3779999996,409527.8139999993,375303.09300000034,409357.8090000004
Bury,375293.0789999999,409223.4710000008,375303.09300000034,409357.8090000004
Bury,375282.6880000001,409101.7809999995,375293.0789999999,409223.4710000008
Bury,375282.6880000001,409101.7809999995,375299.0949999997,409033.8120000009
Bury,375299.0949999997,409033.8120000009,375348.8894999996,409000.5299999993
Bury,375348.8894999996,409000.5299999993,375386.81099999975,408659.3120000009
Bury,375386.81099999975,408659.3120000009,375423.2290000003,408634.8469999992
Bury,375422.5789999999,408547.8100000005,375423.2290000003,408634.8469999992
Bury,375345.9060000004,408449.6870000009,375422.5789999999,408547.8100000005
Bury,375333.49899999984,408368.5969999992,375345.9060000004,408449.6870000009
Bury,375333.49899999984,408368.5969999992,375341.73199999984,408280.8849999998
Bury,375341.73199999984,408280.8849999998,375530.0,408302.9059999995
Bury,375530.0,408302.9059999995,375626.6090000002,408268.99259999953
Bury,375626.6090000002,408268.99259999953,375652.9022000004,408254.3641999997
Bury,375652.9022000004,408254.3641999997,375675.48900000006,408202.1879999992
Bury,375675.48900000006,408202.1879999992,375782.0329999998,408109.33699999936
Bury,375782.0329999998,408109.33699999936,375847.5,408039.4059999995
Bury,375847.5,408039.4059999995,376009.3130000001,408030.91000000015
Bury,376009.3130000001,408030.91000000015,376190.71,408025.21800000034
Bury,382616.4859999996,409915.6520000007,382680.3130000001,409860.0
Bury,382535.9060000004,409935.5940000005,382616.4859999996,409915.6520000007
Bury,382386.59300000034,409794.2809999995,382535.9060000004,409935.5940000005
Bury,382328.4060000004,409398.6879999992,382386.59300000034,409794.2809999995
Bury,382285.8130000001,409340.6870000009,382328.4060000004,409398.6879999992
Bury,382154.0,409300.8120000009,382285.8130000001,409340.6870000009
Bury,382080.0939999996,409242.4049999993,382154.0,409300.8120000009
Bury,381979.5,409231.1870000009,382080.0939999996,409242.4049999993
Bury,381726.0,409311.5,381979.5,409231.1870000009
Bury,381720.3130000001,409402.0,381726.0,409311.5
Bury,381649.5939999996,409469.6870000009,381720.3130000001,409402.0
Bury,381639.0939999996,409523.0940000005,381649.5939999996,409469.6870000009
Bury,381531.3130000001,409542.99899999984,381639.0939999996,409523.0940000005
Bury,381512.1880000001,409606.4059999995,381531.3130000001,409542.99899999984
Bury,381466.5959999999,409618.0,381512.1880000001,409606.4059999995
Bury,383246.0,409411.4059999995,383450.3990000002,409174.2129999995
Bury,383246.0,409411.4059999995,383250.6880000001,409571.9059999995
Bury,383223.4060000004,409612.6870000009,383250.6880000001,409571.9059999995
Bury,382942.5760000004,409884.1559999995,383223.4060000004,409612.6870000009
Bury,382816.8130000001,409831.9059999995,382942.5760000004,409884.1559999995
Bury,382680.3130000001,409860.0,382816.8130000001,409831.9059999995
Bury,383652.68900000025,408758.3129999992,383986.7810000004,408367.2809999995
Bury,383512.9040000001,408940.193,383652.68900000025,408758.3129999992
Bury,383504.6880000001,409121.5,383512.9040000001,408940.193
Bury,383450.3990000002,409174.2129999995,383504.6880000001,409121.5
Bury,383931.2125000004,407292.4934999999,384026.3174999999,407239.79099999927
Bury,383773.7189999996,407248.2809999995,383931.2125000004,407292.4934999999
Bury,383721.8130000001,407290.8120000009,383773.7189999996,407248.2809999995
Bury,383659.8130000001,407429.5,383721.8130000001,407290.8120000009
Bury,383659.8130000001,407429.5,383730.4285000004,407451.85349999927
Bury,383730.4285000004,407451.85349999927,383811.8130000001,407666.0940000005
Bury,383811.8130000001,407666.0940000005,383991.99899999984,407940.0950000007
Bury,383842.00100000016,408030.5940000005,383991.99899999984,407940.0950000007
Bury,383842.00100000016,408030.5940000005,383868.6880000001,408212.4059999995
Bury,383868.6880000001,408212.4059999995,383940.2120000003,408197.8139999993
Bury,383940.2120000003,408197.8139999993,383986.7810000004,408367.2809999995
Bury,376190.71,408025.21800000034,376266.30200000014,407845.8939999994
Bury,376266.30200000014,407845.8939999994,376268.08800000045,407836.8239999991
Bury,376268.08800000045,407836.8239999991,376436.34300000034,407436.19999999925
Bury,376436.34300000034,407436.19999999925,376512.9040000001,407183.47619999945
Bury,376503.5209999997,407046.2074999996,376512.9040000001,407183.47619999945
Bury,376431.5020000003,406858.8100000005,376503.5209999997,407046.2074999996
Bury,376431.5020000003,406858.8100000005,376479.5949999997,406813.3080000002
Bury,376479.5949999997,406813.3080000002,376519.40500000026,406732.0969999992
Bury,376469.6830000002,406667.99200000055,376519.40500000026,406732.0969999992
Bury,376441.6869999999,406475.1870000009,376469.6830000002,406667.99200000055
Bury,376396.4060000004,406386.0,376441.6869999999,406475.1870000009
Bury,376298.5,406306.1870000009,376396.4060000004,406386.0
Bury,376237.4060000004,406308.3129999992,376298.5,406306.1870000009
Bury,376179.8130000001,406368.0,376237.4060000004,406308.3129999992
Bury,376150.4060000004,406600.0940000005,376179.8130000001,406368.0
Bury,376108.79,406668.1109999996,376150.4060000004,406600.0940000005
Bury,375988.0939999996,406598.5,376108.79,406668.1109999996
Bury,375904.6440000003,406469.7860000003,375988.0939999996,406598.5
Bury,375835.9060000004,406381.7190000005,375904.6440000003,406469.7860000003
Bury,375742.6880000001,406352.9059999995,375835.9060000004,406381.7190000005
Bury,375464.6809999999,406472.5979999993,375742.6880000001,406352.9059999995
Bury,375347.0029999996,406428.4049999993,375464.6809999999,406472.5979999993
Bury,375347.0029999996,406428.4049999993,375767.5939999996,406176.0940000005
Bury,375767.5939999996,406176.0940000005,376091.5889999997,406138.6604999993
Bury,376084.40699999966,406039.9059999995,376091.5889999997,406138.6604999993
Bury,376084.40699999966,406039.9059999995,376519.0,405911.8120000009
Bury,376519.0,405911.8120000009,376702.4759999998,405789.86700000055
Bury,376702.4759999998,405789.86700000055,377068.8130000001,405689.8110000007
Bury,377068.8130000001,405689.8110000007,377285.3119999999,405496.50100000016
Bury,377285.3119999999,405496.50100000016,377312.2889999999,405456.5030000005
Bury,377312.2889999999,405456.5030000005,377465.90299999993,405521.99899999984
Bury,377446.0,405219.5,377465.90299999993,405521.99899999984
Bury,377446.0,405219.5,377472.193,405017.7139999997
Bury,377472.193,405017.7139999997,377646.0,404655.8120000009
Bury,377646.0,404655.8120000009,377703.3130000001,404638.8110000007
Bury,377703.3130000001,404638.8110000007,377742.90299999993,404556.693
Bury,377712.4060000004,404542.9039999992,377742.90299999993,404556.693
Bury,377712.4060000004,404542.9039999992,377758.8130000001,404407.4059999995
Bury,377741.3130000001,404268.6870000009,377758.8130000001,404407.4059999995
Bury,377707.727,404263.92950000055,377741.3130000001,404268.6870000009
Bury,377678.4040000001,404161.9079999998,377707.727,404263.92950000055
Bury,377678.4040000001,404161.9079999998,377878.0,403904.9059999995
Bury,377878.0,403904.9059999995,378330.9060000004,403706.5940000005
Bury,378330.9060000004,403706.5940000005,378430.1730000004,403590.7709999997
Bury,378430.1730000004,403590.7709999997,378434.5240000002,403585.3203999996
Bury,384095.5,407217.0940000005,384142.1880000001,407242.1870000009
Bury,384026.3174999999,407239.79099999927,384095.5,407217.0940000005
Bury,382353.4349999996,404621.6270000003,382754.642,405018.9910000004
Bury,382754.642,405018.9910000004,382965.5,405203.9059999995
Bury,382965.5,405203.9059999995,383325.3130000001,405285.5
Bury,383325.3130000001,405285.5,383420.4060000004,405357.0940000005
Bury,383420.4060000004,405357.0940000005,383491.9519999996,405345.2249999996
Bury,383491.9519999996,405345.2249999996,383667.5939999996,405305.0
Bury,383667.5939999996,405305.0,383769.21,405242.4110000003
Bury,383769.21,405242.4110000003,384233.4060000004,404855.1870000009
Bury,384233.4060000004,404855.1870000009,384292.6880000001,404709.3120000009
Bury,384292.6880000001,404709.3120000009,384375.29,404708.50100000016
Bury,384375.29,404708.50100000016,384377.09700000007,404777.0969999992
Bury,384377.09700000007,404777.0969999992,384427.23900000006,404829.3660000004
Bury,384427.23900000006,404829.3660000004,384441.5,404917.0940000005
Bury,384441.5,404917.0940000005,384567.18599999975,405031.1879999992
Bury,384566.7709999997,405315.8589999992,384567.18599999975,405031.1879999992
Bury,384542.3260000004,405436.8220000006,384566.7709999997,405315.8589999992
Bury,384477.46559999976,405756.5013999995,384542.3260000004,405436.8220000006
Bury,384443.9060000004,406077.9059999995,384477.46559999976,405756.5013999995
Bury,384371.6880000001,406364.6870000009,384443.9060000004,406077.9059999995
Bury,384089.0240000002,406751.9664999992,384371.6880000001,406364.6870000009
Bury,384089.0240000002,406751.9664999992,384433.8130000001,406985.9059999995
Bury,384383.6880000001,407004.1870000009,384433.8130000001,406985.9059999995
Bury,384264.0939999996,407170.49899999984,384383.6880000001,407004.1870000009
Bury,384154.0939999996,407196.1870000009,384264.0939999996,407170.49899999984
Bury,384142.1880000001,407242.1870000009,384154.0939999996,407196.1870000009
Bury,382469.6880000001,403401.0940000005,382590.50100000016,403146.78199999966
Bury,382461.6880000001,403765.5020000003,382469.6880000001,403401.0940000005
Bury,382433.5990000004,403918.0500000008,382461.6880000001,403765.5020000003
Bury,382316.5,404292.3120000009,382433.5990000004,403918.0500000008
Bury,382316.5,404292.3120000009,382346.09300000034,404306.5950000007
Bury,382335.0949999997,404344.4949999992,382346.09300000034,404306.5950000007
Bury,382303.0939999996,404313.1870000009,382335.0949999997,404344.4949999992
Bury,382290.6109999996,404378.20900000073,382303.0939999996,404313.1870000009
Bury,382290.6109999996,404378.20900000073,382299.5,404531.3120000009
Bury,382299.5,404531.3120000009,382353.4349999996,404621.6270000003
Bury,381522.5,402170.0969999992,381583.585,402170.65300000086
Bury,381583.585,402170.65300000086,381926.2045,402237.2634999994
Bury,381926.2045,402237.2634999994,382087.6934000002,402344.7320000008
Bury,378434.5240000002,403585.3203999996,378568.7189999996,403458.5
Bury,378568.7189999996,403458.5,378660.0580000002,403433.16599999927
Bury,378660.0580000002,403433.16599999927,378923.9060000004,403421.4059999995
Bury,378923.9060000004,403421.4059999995,379155.9060000004,403466.9059999995
Bury,379155.9060000004,403466.9059999995,379450.6880000001,403461.8120000009
Bury,379450.6880000001,403461.8120000009,379523.0,403428.5940000005
Bury,379523.0,403428.5940000005,379916.1229999997,402984.15699999966
Bury,379916.1229999997,402984.15699999966,379945.3219999997,402950.25799999945
Bury,379945.3219999997,402950.25799999945,380065.1880000001,402713.7190000005
Bury,380031.6880000001,402392.1870000009,380065.1880000001,402713.7190000005
Bury,380031.6880000001,402392.1870000009,380063.40500000026,402298.0940000005
Bury,380063.40500000026,402298.0940000005,380354.5,402146.7809999995
Bury,380354.5,402146.7809999995,380470.9060000004,402159.5940000005
Bury,380470.9060000004,402159.5940000005,380560.0,402130.8120000009
Bury,380560.0,402130.8120000009,380684.6880000001,402031.3800000008
Bury,380684.6880000001,402031.3800000008,380765.8130000001,401934.2809999995
Bury,380765.8130000001,401934.2809999995,380813.0228000004,401741.9110000003
Bury,380813.0228000004,401741.9110000003,380892.0,401816.8120000009
Bury,380892.0,401816.8120000009,381058.21300000045,401882.1899999995
Bury,381058.21300000045,401882.1899999995,381118.136,401893.6089999992
Bury,381118.136,401893.6089999992,381192.8130000001,401916.1870000009
Bury,381192.8130000001,401916.1870000009,381294.966,402019.20800000057
Bury,381294.966,402019.20800000057,381358.193,402094.0950000007
Bury,381358.193,402094.0950000007,381522.5,402170.0969999992
Bury,383640.7580000004,403267.07100000046,383670.926,403367.4759999998
Bury,383670.926,403367.4759999998,383685.5769999996,403416.6070000008
Bury,383685.5769999996,403416.6070000008,383755.0920000002,403652.4010000005
Bury,383461.1629999997,403551.9140000008,383755.0920000002,403652.4010000005
Bury,383203.7419999996,403462.5510000009,383461.1629999997,403551.9140000008
Bury,383081.9589999998,403421.11700000055,383203.7419999996,403462.5510000009
Bury,382590.50100000016,403146.78199999966,383081.9589999998,403421.11700000055
Bury,382087.6934000002,402344.7320000008,382115.5259999996,402335.5170000009
Bury,382115.5259999996,402335.5170000009,382417.95299999975,402381.2400000002
Bury,382417.95299999975,402381.2400000002,382462.0889999997,402392.4940000009
Bury,382462.0889999997,402392.4940000009,382597.2104000002,402409.3000000008
Bury,382597.2104000002,402409.3000000008,382799.5285,402428.27150000073
Bury,382799.5285,402428.27150000073,382832.46,402429.4450000003
Bury,382832.46,402429.4450000003,382925.2139999997,402448.4000000004
Bury,382925.2139999997,402448.4000000004,382953.8130000001,402403.0
Bury,382953.8130000001,402403.0,383013.7010000004,402408.5099999998
Bury,383013.7010000004,402408.5099999998,383061.5039999997,402391.7899999991
Bury,383061.5039999997,402391.7899999991,383093.8898,402653.0353999994
Bury,383093.8898,402653.0353999994,383148.4060000004,402692.1870000009
Bury,383148.4060000004,402692.1870000009,383216.1909999997,402688.0179999992
Bury,383216.1909999997,402688.0179999992,383245.0870000003,402696.67899999954
Bury,383245.0870000003,402696.67899999954,383245.59300000034,402808.7960000001
Bury,383245.59300000034,402808.7960000001,383280.1160000004,402821.3770000003
Bury,383280.1160000004,402821.3770000003,383291.9060000004,402895.4059999995
Bury,383291.9060000004,402895.4059999995,383331.4519999996,402904.29399999976
Bury,383293.16420000046,403093.3017999996,383331.4519999996,402904.29399999976
Bury,383293.16420000046,403093.3017999996,383347.0949999997,403083.5199999996
Bury,383347.0949999997,403083.5199999996,383426.5939999996,403069.1940000001
Bury,383403.9749999996,403253.1300000008,383426.5939999996,403069.1940000001
Bury,383403.9749999996,403253.1300000008,383606.5829999996,403157.41000000015
Bury,383606.5829999996,403157.41000000015,383640.7580000004,403267.07100000046
Manchester,385769.6040000003,405083.5059999991,385982.0,405061.4059999995
Manchester,385668.818,405108.0464999992,385769.6040000003,405083.5059999991
Manchester,385663.5,405221.5950000007,385668.818,405108.0464999992
Manchester,385594.3130000001,405272.8120000009,385663.5,405221.5950000007
Manchester,385551.9060000004,405263.0,385594.3130000001,405272.8120000009
Manchester,385503.65199999977,405171.3129999992,385551.9060000004,405263.0
Manchester,385463.8130000001,405135.1870000009,385503.65199999977,405171.3129999992
Manchester,385097.21839999966,405034.7366000004,385463.8130000001,405135.1870000009
Manchester,385000.9380000001,405013.9370000009,385097.21839999966,405034.7366000004
Manchester,384931.9060000004,404920.3120000009,385000.9380000001,405013.9370000009
Manchester,384891.0939999996,404929.6870000009,384931.9060000004,404920.3120000009
Manchester,384801.3710000003,404880.9979999997,384891.0939999996,404929.6870000009
Manchester,384768.3159999997,404875.0639999993,384801.3710000003,404880.9979999997
Manchester,384621.3130000001,404859.8120000009,384768.3159999997,404875.0639999993
Manchester,384583.0,404757.8120000009,384621.3130000001,404859.8120000009
Manchester,384394.5959999999,404711.6899999995,384583.0,404757.8120000009
Manchester,386386.1509999996,404234.4419999998,386394.11400000006,404176.37399999984
Manchester,386385.7810000004,404366.5940000005,386386.1509999996,404234.4419999998
Manchester,386385.7810000004,404366.5940000005,386470.5865000002,404476.1414999999
Manchester,386331.82799999975,404668.6779999994,386470.5865000002,404476.1414999999
Manchester,386277.18900000025,404665.5940000005,386331.82799999975,404668.6779999994
Manchester,386226.227,404755.9330000002,386277.18900000025,404665.5940000005
Manchester,386138.9519999996,404850.3870000001,386226.227,404755.9330000002
Manchester,386123.1880000001,404919.0940000005,386138.9519999996,404850.3870000001
Manchester,385982.0,405061.4059999995,386123.1880000001,404919.0940000005
Manchester,386394.11400000006,404176.37399999984,386480.9060000004,404046.5
Manchester,386480.9060000004,404046.5,386824.2174000004,403913.46839999966
Manchester,387243.40299999993,403903.5,387334.8683000002,403859.01970000006
Manchester,386835.8059999999,403913.7129999995,387243.40299999993,403903.5
Manchester,386824.2174000004,403913.46839999966,386835.8059999999,403913.7129999995
Manchester,389086.665,402729.5069999993,389172.4060000004,402620.3120000009
Manchester,388893.9309999999,402982.2530000005,389086.665,402729.5069999993
Manchester,388793.55399999954,403043.5720000006,388893.9309999999,402982.2530000005
Manchester,388793.55399999954,403043.5720000006,388815.3389999997,403342.7300000005
Manchester,388815.3389999997,403342.7300000005,388816.6909999997,403464.40699999966
Manchester,388795.8772,403464.90520000085,388816.6909999997,403464.40699999966
Manchester,388695.3990000002,403468.59899999946,388795.8772,403464.90520000085
Manchester,388681.8219999997,403397.7349999994,388695.3990000002,403468.59899999946
Manchester,388463.6909999997,403444.0,388681.8219999997,403397.7349999994
Manchester,387960.0580000002,403582.1109999996,388463.6909999997,403444.0
Manchester,387783.716,403611.977,387960.0580000002,403582.1109999996
Manchester,387772.6909999997,403614.09899999946,387783.716,403611.977
Manchester,387749.3439999996,403627.636,387772.6909999997,403614.09899999946
Manchester,387334.8683000002,403859.01970000006,387749.3439999996,403627.636
Manchester,384233.4060000004,404855.1870000009,384292.6880000001,404709.3120000009
Manchester,383769.21,405242.4110000003,384233.4060000004,404855.1870000009
Manchester,383667.5939999996,405305.0,383769.21,405242.4110000003
Manchester,383491.9519999996,405345.2249999996,383667.5939999996,405305.0
Manchester,383420.4060000004,405357.0940000005,383491.9519999996,405345.2249999996
Manchester,383325.3130000001,405285.5,383420.4060000004,405357.0940000005
Manchester,382965.5,405203.9059999995,383325.3130000001,405285.5
Manchester,382754.642,405018.9910000004,382965.5,405203.9059999995
Manchester,382353.4349999996,404621.6270000003,382754.642,405018.9910000004
Manchester,382299.5,404531.3120000009,382353.4349999996,404621.6270000003
Manchester,382290.6109999996,404378.20900000073,382299.5,404531.3120000009
Manchester,382290.6109999996,404378.20900000073,382303.0939999996,404313.1870000009
Manchester,382303.0939999996,404313.1870000009,382335.0949999997,404344.4949999992
Manchester,382335.0949999997,404344.4949999992,382346.09300000034,404306.5950000007
Manchester,382316.5,404292.3120000009,382346.09300000034,404306.5950000007
Manchester,382316.5,404292.3120000009,382433.5990000004,403918.0500000008
Manchester,382433.5990000004,403918.0500000008,382461.6880000001,403765.5020000003
Manchester,382461.6880000001,403765.5020000003,382469.6880000001,403401.0940000005
Manchester,382469.6880000001,403401.0940000005,382590.50100000016,403146.78199999966
Manchester,382590.50100000016,403146.78199999966,383081.9589999998,403421.11700000055
Manchester,383081.9589999998,403421.11700000055,383203.7419999996,403462.5510000009
Manchester,383203.7419999996,403462.5510000009,383461.1629999997,403551.9140000008
Manchester,383461.1629999997,403551.9140000008,383755.0920000002,403652.4010000005
Manchester,383685.5769999996,403416.6070000008,383755.0920000002,403652.4010000005
Manchester,383670.926,403367.4759999998,383685.5769999996,403416.6070000008
Manchester,383640.7580000004,403267.07100000046,383670.926,403367.4759999998
Manchester,383606.5829999996,403157.41000000015,383640.7580000004,403267.07100000046
Manchester,383403.9749999996,403253.1300000008,383606.5829999996,403157.41000000015
Manchester,383403.9749999996,403253.1300000008,383426.5939999996,403069.1940000001
Manchester,383347.0949999997,403083.5199999996,383426.5939999996,403069.1940000001
Manchester,383293.16420000046,403093.3017999996,383347.0949999997,403083.5199999996
Manchester,383293.16420000046,403093.3017999996,383331.4519999996,402904.29399999976
Manchester,383291.9060000004,402895.4059999995,383331.4519999996,402904.29399999976
Manchester,383280.1160000004,402821.3770000003,383291.9060000004,402895.4059999995
Manchester,383245.59300000034,402808.7960000001,383280.1160000004,402821.3770000003
Manchester,383245.0870000003,402696.67899999954,383245.59300000034,402808.7960000001
Manchester,383216.1909999997,402688.0179999992,383245.0870000003,402696.67899999954
Manchester,383148.4060000004,402692.1870000009,383216.1909999997,402688.0179999992
Manchester,383093.8898,402653.0353999994,383148.4060000004,402692.1870000009
Manchester,383061.5039999997,402391.7899999991,383093.8898,402653.0353999994
Manchester,383061.5039999997,402391.7899999991,383450.9060000004,402243.5
Manchester,383450.9060000004,402243.5,383516.5199999996,402189.9910000004
Manchester,383516.5199999996,402189.9910000004,383524.97200000007,402182.636
Manchester,384375.29,404708.50100000016,384394.5959999999,404711.6899999995
Manchester,384292.6880000001,404709.3120000009,384375.29,404708.50100000016
Manchester,388268.81099999975,401134.1879999992,388375.2810000004,401152.4059999995
Manchester,388375.2810000004,401152.4059999995,388414.7920000004,401190.5580000002
Manchester,388414.7920000004,401190.5580000002,388450.2039999999,401254.5240000002
Manchester,388450.2039999999,401254.5240000002,388537.5899999999,401377.0979999993
Manchester,388524.0,401451.7190000005,388537.5899999999,401377.0979999993
Manchester,388524.0,401451.7190000005,388550.0379999997,401430.6044999994
Manchester,388550.0379999997,401430.6044999994,388583.8130000001,401458.0940000005
Manchester,388538.1880000001,401499.5,388583.8130000001,401458.0940000005
Manchester,388538.1880000001,401499.5,388566.1753000002,401504.5951000005
Manchester,388566.1753000002,401504.5951000005,388587.3130000001,401542.6870000009
Manchester,388554.8130000001,401560.7190000005,388587.3130000001,401542.6870000009
Manchester,388554.8130000001,401560.7190000005,388595.16899999976,401658.9670000002
Manchester,388593.1880000001,401746.8120000009,388595.16899999976,401658.9670000002
Manchester,388593.1880000001,401746.8120000009,388620.13800000027,401719.6180000007
Manchester,388620.13800000027,401719.6180000007,388658.48199999984,401763.2980000004
Manchester,388658.48199999984,401763.2980000004,388719.81099999975,401777.8120000009
Manchester,388719.81099999975,401777.8120000009,388731.31400000025,401839.4059999995
Manchester,388731.31400000025,401839.4059999995,388927.7627999997,401874.2706000004
Manchester,388927.7627999997,401874.2706000004,389017.9859999996,401868.54099999927
Manchester,389017.9859999996,401868.54099999927,389167.2240000004,401882.8619999997
Manchester,389167.2240000004,401882.8619999997,389212.6864,401865.2357999999
Manchester,389212.6864,401865.2357999999,389293.30399999954,401815.3029999994
Manchester,389293.30399999954,401815.3029999994,389404.8250000002,401810.1520000007
Manchester,389404.8250000002,401810.1520000007,389461.9060000004,401828.6870000009
Manchester,389435.09700000007,401862.1940000001,389461.9060000004,401828.6870000009
Manchester,389435.09700000007,401862.1940000001,389475.0939999996,401895.3120000009
Manchester,389465.9060000004,401933.3120000009,389475.0939999996,401895.3120000009
Manchester,389465.9060000004,401933.3120000009,389576.80399999954,401994.3110000007
Manchester,389576.80399999954,401994.3110000007,389607.8130000001,402087.8120000009
Manchester,389607.8130000001,402087.8120000009,389717.16000000015,402183.5593999997
Manchester,389717.16000000015,402183.5593999997,389737.8130000001,402136.1899999995
