msoa21cd,Year,COPD_Rate,Eligible,Income_Score,Num_Upgrades,Avg_EPC,Treatment_Group,Post_Policy
E02001049,2017,141.64849303737273,1,0.18483333333333332,136,64.13970588235294,1,0
E02001049,2018,138.99080940206204,1,0.18483333333333332,123,65.30081300813008,1,0
E02001049,2019,122.11772233528035,1,0.18483333333333332,219,67.71689497716895,1,1
E02001049,2020,140.15530498406295,1,0.18483333333333332,156,66.1923076923077,1,1
E02001049,2021,143.8698692416591,1,0.18483333333333332,177,67.54237288135593,1,1
E02001049,2022,165.62026463260827,1,0.18483333333333332,183,67.60109289617486,1,1
E02001049,2023,155.395339388124,1,0.18483333333333332,203,67.00985221674877,1,1
E02001049,2024,125.20570201036192,1,0.18483333333333332,204,68.95588235294117,1,1
E02001050,2015,329.8448814240722,1,0.28700000000000003,377,57.46419098143236,1,0
E02001050,2016,307.1876792672195,1,0.28700000000000003,373,56.75871313672922,1,0
E02001050,2017,297.8636716276849,1,0.28700000000000003,200,59.26,1,0
E02001050,2018,339.0331885695171,1,0.28700000000000003,160,63.9625,1,0
E02001050,2019,352.4301759141897,1,0.28700000000000003,217,65.30875576036867,1,1
E02001050,2020,365.21876871525177,1,0.28700000000000003,204,64.41666666666667,1,1
E02001050,2021,308.6530156053333,1,0.28700000000000003,231,65.16017316017316,1,1
E02001050,2022,325.58618715906323,1,0.28700000000000003,243,67.10288065843622,1,1
E02001050,2023,346.04879355835266,1,0.28700000000000003,239,69.38493723849372,1,1
E02001050,2024,366.63299455459116,1,0.28700000000000003,241,67.91286307053942,1,1
E02001051,2015,153.9267128022872,1,0.23479999999999998,342,56.590643274853804,1,0
E02001051,2016,158.6720826304547,1,0.23479999999999998,286,55.98251748251748,1,0
E02001051,2017,143.78717313130414,1,0.23479999999999998,190,57.05263157894737,1,0
E02001051,2018,142.33418491203687,1,0.23479999999999998,281,62.729537366548044,1,0
E02001051,2019,174.81010560520127,1,0.23479999999999998,176,62.01704545454545,1,1
E02001051,2020,191.68421935071507,1,0.23479999999999998,193,62.523316062176164,1,1
E02001051,2021,168.59317072066577,1,0.23479999999999998,227,62.418502202643175,1,1
E02001051,2022,185.98187266739257,1,0.23479999999999998,234,68.00854700854701,1,1
E02001051,2023,175.60408842227437,1,0.23479999999999998,259,68.92664092664093,1,1
E02001051,2024,159.32749523298975,1,0.23479999999999998,343,69.67930029154519,1,1
E02001052,2015,164.61480763130592,1,0.2686,971,55.4994850669413,1,0
E02001052,2016,183.3084791031461,1,0.2686,860,57.3046511627907,1,0
E02001052,2017,158.3040202523277,1,0.2686,313,60.05111821086262,1,0
E02001052,2018,183.73119444588698,1,0.2686,228,62.73245614035088,1,0
E02001052,2019,117.25247121289291,1,0.2686,278,66.21942446043165,1,1
E02001052,2020,179.87468809581057,1,0.2686,282,65.45744680851064,1,1
E02001052,2021,168.19980462816164,1,0.2686,320,66.73125,1,1
E02001052,2022,162.0664345407966,1,0.2686,285,66.48771929824561,1,1
E02001052,2023,168.274692820268,1,0.2686,210,67.92857142857143,1,1
E02001052,2024,135.23971663168294,1,0.2686,255,67.64313725490196,1,1
E02001053,2015,381.7432239886171,1,0.4093333333333333,610,67.91639344262295,1,0
E02001053,2016,404.2561250419779,1,0.4093333333333333,298,62.90604026845637,1,0
E02001053,2017,448.00217610189924,1,0.4093333333333333,172,63.66860465116279,1,0
E02001053,2018,370.0884115905998,1,0.4093333333333333,197,68.32994923857868,1,0
E02001053,2019,358.76048790020985,1,0.4093333333333333,223,68.17937219730942,1,1
E02001053,2020,390.2488195316397,1,0.4093333333333333,319,67.00313479623824,1,1
E02001053,2021,445.5630074535968,1,0.4093333333333333,242,68.79752066115702,1,1
E02001053,2022,422.6649978369483,1,0.4093333333333333,291,69.06529209621993,1,1
E02001053,2023,389.15580746421796,1,0.4093333333333333,303,71.45214521452145,1,1
E02001053,2024,429.86699099974794,1,0.4093333333333333,282,70.9290780141844,1,1
E02001055,2015,262.15103023837617,1,0.315,408,61.708333333333336,1,0
E02001055,2016,284.77958800790486,1,0.315,254,63.03543307086614,1,0
E02001055,2017,241.4031534004767,1,0.315,195,58.84102564102564,1,0
E02001055,2018,251.12348802815336,1,0.315,154,62.72727272727273,1,0
E02001055,2019,249.4502724937406,1,0.315,164,65.73170731707317,1,1
E02001055,2020,234.61480359074895,1,0.315,181,66.12707182320442,1,1
E02001055,2021,280.3003185206442,1,0.315,216,66.98148148148148,1,1
E02001055,2022,279.38992369492286,1,0.315,246,70.58943089430895,1,1
E02001055,2023,272.74489098161564,1,0.315,307,74.21824104234528,1,1
E02001055,2024,266.5215301809531,1,0.315,295,71.43389830508474,1,1
E02001056,2015,310.80530043596866,1,0.3856,335,59.985074626865675,1,0
E02001056,2016,346.81919497962537,1,0.3856,228,60.81140350877193,1,0
E02001056,2017,349.64066890918065,1,0.3856,157,63.76433121019108,1,0
E02001056,2018,333.002263786649,1,0.3856,134,63.59701492537314,1,0
E02001056,2019,356.2092733891318,1,0.3856,325,58.72,1,1
E02001056,2020,394.77963470385043,1,0.3856,222,55.77477477477478,1,1
E02001056,2021,448.44012648730114,1,0.3856,398,66.09547738693468,1,1
E02001056,2022,386.471595272683,1,0.3856,358,63.12849162011173,1,1
E02001056,2023,389.475605839063,1,0.3856,214,65.90186915887851,1,1
E02001056,2024,377.4557260421142,1,0.3856,165,65.76363636363637,1,1
E02001059,2015,292.01625269491115,1,0.29350000000000004,299,69.72240802675586,1,0
E02001059,2016,360.3932176638387,1,0.29350000000000004,371,68.83827493261455,1,0
E02001059,2017,363.52772646614625,1,0.29350000000000004,149,67.08724832214764,1,0
E02001059,2018,450.3608739561304,1,0.29350000000000004,316,73.68987341772151,1,0
E02001059,2019,354.4003115307087,1,0.29350000000000004,370,72.33783783783784,1,1
E02001059,2020,390.31531741637957,1,0.29350000000000004,260,68.23076923076923,1,1
E02001059,2021,378.16455068917094,1,0.29350000000000004,671,73.65275707898658,1,1
E02001059,2022,337.1885321824733,1,0.29350000000000004,345,69.69565217391305,1,1
E02001059,2023,420.7149159694661,1,0.29350000000000004,433,72.70900692840647,1,1
E02001059,2024,406.5900628874308,1,0.29350000000000004,353,71.24362606232295,1,1
E02001061,2015,345.3151805117669,1,0.3145,207,56.328502415458935,1,0
E02001061,2016,290.9014195690774,1,0.3145,271,60.74169741697417,1,0
E02001061,2017,364.8916985088174,1,0.3145,251,65.97211155378486,1,0
E02001061,2018,275.14248562043446,1,0.3145,225,70.8,1,0
E02001061,2019,338.78154437302743,1,0.3145,230,69.6608695652174,1,1
E02001061,2020,406.0971181170445,1,0.3145,287,70.51219512195122,1,1
E02001061,2021,304.3047394885529,1,0.3145,420,70.12619047619047,1,1
E02001061,2022,317.8804593931654,1,0.3145,322,70.28260869565217,1,1
E02001061,2023,339.19096361307754,1,0.3145,428,70.89252336448598,1,1
E02001061,2024,319.8907783731508,1,0.3145,473,72.5813953488372,1,1
E02001062,2015,243.9335296522404,1,0.33,454,73.83039647577093,1,0
E02001062,2016,290.68082268146645,1,0.33,414,74.07729468599034,1,0
E02001062,2017,258.0325430622074,1,0.33,168,71.82738095238095,1,0
E02001062,2018,302.37407977537794,1,0.33,309,76.93203883495146,1,0
E02001062,2019,262.1574936382773,1,0.33,227,73.7533039647577,1,1
E02001062,2020,347.88329326367307,1,0.33,245,77.86938775510204,1,1
E02001062,2021,280.52383779479186,1,0.33,258,75.54263565891473,1,1
E02001062,2022,293.83850893852986,1,0.33,332,76.93373493975903,1,1
E02001062,2023,326.62282595787275,1,0.33,126,76.3015873015873,1,1
E02001062,2024,267.6012448635474,1,0.33,224,74.97767857142857,1,1
E02001063,2015,214.22110300303902,0,0.11566666666666665,148,74.03378378378379,0,0
E02001063,2016,236.83579384551837,0,0.11566666666666665,114,70.55263157894737,0,0
E02001063,2017,175.78697056351558,0,0.11566666666666665,87,69.50574712643679,0,0
E02001063,2018,213.3240817179829,0,0.11566666666666665,167,70.49700598802396,0,0
E02001063,2019,214.9002218458333,0,0.11566666666666665,281,71.4306049822064,0,1
E02001063,2020,236.30545168892854,0,0.11566666666666665,570,77.15087719298245,0,1
E02001063,2021,194.02086623417514,0,0.11566666666666665,608,70.98684210526316,0,1
E02001063,2022,192.2717783284529,0,0.11566666666666665,262,72.79389312977099,0,1
E02001063,2023,230.86206101211053,0,0.11566666666666665,315,74.24761904761905,0,1
E02001063,2024,226.15018593044687,0,0.11566666666666665,246,73.42682926829268,0,1
E02001064,2015,340.950355614277,1,0.329,512,66.044921875,1,0
E02001064,2016,344.142008377057,1,0.329,282,69.64893617021276,1,0
E02001064,2017,309.99961971456446,1,0.329,153,73.52941176470588,1,0
E02001064,2018,340.3436876369147,1,0.329,146,74.87671232876713,1,0
E02001064,2019,342.36663264598974,1,0.329,209,72.70813397129187,1,1
E02001064,2020,325.48877528631965,1,0.329,198,64.98989898989899,1,1
E02001064,2021,411.3085369235202,1,0.329,544,69.88235294117646,1,1
E02001064,2022,365.00998454042974,1,0.329,246,72.60975609756098,1,1
E02001064,2023,309.62446677157004,1,0.329,382,77.28534031413612,1,1
E02001064,2024,371.0876126473371,1,0.329,218,71.45871559633028,1,1
E02001065,2015,236.9954730087676,1,0.257,307,55.302931596091206,1,0
E02001065,2016,283.25762312628893,1,0.257,349,54.106017191977074,1,0
E02001065,2017,293.0131149653323,1,0.257,167,57.550898203592816,1,0
E02001065,2018,241.03933582969518,1,0.257,230,64.34782608695652,1,0
E02001065,2019,287.8868552427815,1,0.257,286,63.42307692307692,1,1
E02001065,2020,286.55827784918847,1,0.257,225,64.04,1,1
E02001065,2021,297.30552485888893,1,0.257,451,69.41463414634147,1,1
E02001065,2022,325.5268910597907,1,0.257,327,64.5993883792049,1,1
E02001065,2023,269.27544327740526,1,0.257,254,65.14173228346456,1,1
E02001065,2024,255.92675220958327,1,0.257,278,66.41726618705036,1,1
E02001066,2015,135.3113915223057,1,0.203,296,54.5777027027027,1,0
E02001066,2016,136.40606537891637,1,0.203,808,60.17574257425743,1,0
E02001066,2017,147.37756459432018,1,0.203,218,62.293577981651374,1,0
E02001066,2018,153.58958124101,1,0.203,410,67.27560975609757,1,0
E02001066,2019,152.63218645816525,1,0.203,382,62.22774869109948,1,1
E02001066,2020,168.23438395416025,1,0.203,286,65.58741258741259,1,1
E02001066,2021,156.14194260868146,1,0.203,342,65.39766081871345,1,1
E02001066,2022,177.53711556814127,1,0.203,357,66.34173669467788,1,1
E02001066,2023,152.01808025540487,1,0.203,276,67.33333333333333,1,1
E02001066,2024,196.34952190786396,1,0.203,182,66.43406593406593,1,1
E02001067,2015,313.59850813479295,1,0.33925,260,61.76923076923077,1,0
E02001067,2016,269.8354518902193,1,0.33925,474,65.02320675105486,1,0
E02001067,2017,263.52742843697297,1,0.33925,209,65.69377990430623,1,0
E02001067,2018,309.37235313279666,1,0.33925,139,67.3021582733813,1,0
E02001067,2019,288.53787577784254,1,0.33925,316,70.68987341772151,1,1
E02001067,2020,330.9621607822881,1,0.33925,289,63.273356401384085,1,1
E02001067,2021,323.85645398532637,1,0.33925,582,64.59621993127148,1,1
E02001067,2022,307.7402284520839,1,0.33925,291,69.02061855670104,1,1
E02001067,2023,284.8979729605317,1,0.33925,243,71.0,1,1
E02001067,2024,265.18150940367866,1,0.33925,242,67.71900826446281,1,1
E02001068,2015,150.2591235308995,1,0.4243333333333333,239,61.27615062761506,1,0
E02001068,2016,170.75161151687846,1,0.4243333333333333,204,55.71568627450981,1,0
E02001068,2017,160.6493092264287,1,0.4243333333333333,87,62.229885057471265,1,0
E02001068,2018,137.68877134066213,1,0.4243333333333333,127,71.35433070866142,1,0
E02001068,2019,160.00582423797258,1,0.4243333333333333,195,69.45128205128205,1,1
E02001068,2020,171.20644881185112,1,0.4243333333333333,402,76.35572139303483,1,1
E02001068,2021,151.24461347194136,1,0.4243333333333333,577,69.47487001733103,1,1
E02001068,2022,167.56391921133246,1,0.4243333333333333,407,71.32186732186732,1,1
E02001068,2023,166.0616183654624,1,0.4243333333333333,509,70.39489194499018,1,1
E02001068,2024,147.1692345616604,1,0.4243333333333333,500,72.812,1,1
E02001069,2015,198.34924565957675,1,0.25566666666666665,295,59.92881355932203,1,0
E02001069,2016,202.23659469951065,1,0.25566666666666665,336,66.11904761904762,1,0
E02001069,2017,212.23788220502064,1,0.25566666666666665,277,61.985559566787,1,0
E02001069,2018,211.67776692199644,1,0.25566666666666665,304,63.24671052631579,1,0
E02001069,2019,165.11564846757634,1,0.25566666666666665,335,61.429850746268656,1,1
E02001069,2020,183.11345118538458,1,0.25566666666666665,256,63.16796875,1,1
E02001069,2021,210.93539190893438,1,0.25566666666666665,344,66.19767441860465,1,1
E02001069,2022,210.9114677892001,1,0.25566666666666665,362,64.94198895027624,1,1
E02001069,2023,210.93562973179297,1,0.25566666666666665,362,69.04419889502762,1,1
E02001069,2024,274.85150691779506,1,0.25566666666666665,471,70.09129511677283,1,1
E02001070,2015,275.7359706905555,1,0.17839999999999998,467,56.27408993576017,1,0
E02001070,2016,290.4652165186652,1,0.17839999999999998,373,59.160857908847184,1,0
E02001070,2017,285.7292208397679,1,0.17839999999999998,199,57.185929648241206,1,0
E02001070,2018,277.83578903903606,1,0.17839999999999998,245,62.926530612244896,1,0
E02001070,2019,252.6209719989487,1,0.17839999999999998,338,67.71597633136095,1,1
E02001070,2020,293.68413227318786,1,0.17839999999999998,284,59.50704225352113,1,1
E02001070,2021,253.72810160440332,1,0.17839999999999998,419,65.58472553699283,1,1
E02001070,2022,267.70954452523455,1,0.17839999999999998,169,66.84023668639053,1,1
E02001070,2023,261.22638395119367,1,0.17839999999999998,233,68.2274678111588,1,1
E02001070,2024,276.022472713857,1,0.17839999999999998,211,68.66350710900474,1,1
E02001072,2015,106.8573710476677,1,0.2064,749,54.3497997329773,1,0
E02001072,2016,70.56977310758325,1,0.2064,596,56.880872483221474,1,0
E02001072,2017,92.72735123692723,1,0.2064,218,62.61009174311926,1,0
E02001072,2018,72.77856120671959,1,0.2064,194,62.97422680412371,1,0
E02001072,2019,82.67742921757863,1,0.2064,324,68.33333333333333,1,1
E02001072,2020,100.56022156753507,1,0.2064,205,63.71219512195122,1,1
E02001072,2021,91.6688987956961,1,0.2064,388,63.45876288659794,1,1
E02001072,2022,81.75926412571292,1,0.2064,308,65.57467532467533,1,1
E02001072,2023,84.90425588882393,1,0.2064,364,68.59615384615384,1,1
E02001072,2024,97.0081645669434,1,0.2064,321,70.77881619937695,1,1
E02001073,2015,92.77827724180425,0,0.10616666666666667,411,56.941605839416056,0,0
E02001073,2016,102.25489938975164,0,0.10616666666666667,366,59.10382513661202,0,0
E02001073,2017,100.54452125410288,0,0.10616666666666667,249,57.389558232931726,0,0
E02001073,2018,93.56663637686898,0,0.10616666666666667,246,61.28861788617886,0,0
E02001073,2019,121.54679335900289,0,0.10616666666666667,237,61.13502109704641,0,1
E02001073,2020,111.43761406733739,0,0.10616666666666667,272,60.29779411764706,0,1
E02001073,2021,84.82349187295787,0,0.10616666666666667,287,62.21254355400697,0,1
E02001073,2022,106.95901140383683,0,0.10616666666666667,263,64.96197718631178,0,1
E02001073,2023,98.46910515996755,0,0.10616666666666667,212,64.80188679245283,0,1
E02001073,2024,113.62468885864183,0,0.10616666666666667,214,66.08411214953271,0,1
E02001074,2015,185.93638865684574,1,0.24949999999999997,441,53.91156462585034,1,0
E02001074,2016,199.62360541683094,1,0.24949999999999997,286,58.71678321678322,1,0
E02001074,2017,212.13834341096808,1,0.24949999999999997,149,60.966442953020135,1,0
E02001074,2018,219.42371233638306,1,0.24949999999999997,141,65.25531914893617,1,0
E02001074,2019,177.70174233813123,1,0.24949999999999997,239,66.94979079497908,1,1
E02001074,2020,205.2826919733537,1,0.24949999999999997,171,65.70175438596492,1,1
E02001074,2021,202.44655588969695,1,0.24949999999999997,362,65.21546961325967,1,1
E02001074,2022,198.8442602776525,1,0.24949999999999997,203,68.55172413793103,1,1
E02001074,2023,247.68931885549085,1,0.24949999999999997,193,67.97927461139896,1,1
E02001074,2024,220.21585497004818,1,0.24949999999999997,336,71.19642857142857,1,1
E02001075,2015,177.9628348069584,1,0.218,438,52.49315068493151,1,0
E02001075,2016,222.33068561810663,1,0.218,488,56.506147540983605,1,0
E02001075,2017,246.85486146659343,1,0.218,230,55.43913043478261,1,0
E02001075,2018,224.66446061794792,1,0.218,197,59.71065989847716,1,0
E02001075,2019,172.69904117551042,1,0.218,277,64.15162454873646,1,1
E02001075,2020,203.96045639419603,1,0.218,258,60.72868217054263,1,1
E02001075,2021,239.62067262736744,1,0.218,291,59.47766323024055,1,1
E02001075,2022,199.4104314623071,1,0.218,226,62.80088495575221,1,1
E02001075,2023,222.8592822056041,1,0.218,243,64.51851851851852,1,1
E02001075,2024,229.59597138599182,1,0.218,248,65.375,1,1
E02001076,2015,136.32486573983556,0,0.07633333333333334,362,54.55801104972376,0,0
E02001076,2016,149.3578184295931,0,0.07633333333333334,522,59.40996168582375,0,0
E02001076,2017,101.55144513664736,0,0.07633333333333334,176,59.36363636363637,0,0
E02001076,2018,134.8605503236712,0,0.07633333333333334,300,64.57333333333334,0,0
E02001076,2019,146.45730796032444,0,0.07633333333333334,561,65.50445632798574,0,1
E02001076,2020,139.01659317867808,0,0.07633333333333334,406,67.84729064039409,0,1
E02001076,2021,182.29214897205966,0,0.07633333333333334,305,68.3639344262295,0,1
E02001076,2022,136.27662116503834,0,0.07633333333333334,181,68.02762430939227,0,1
E02001076,2023,151.15304477759074,0,0.07633333333333334,234,68.57692307692308,0,1
E02001076,2024,159.72921593665052,0,0.07633333333333334,157,68.79617834394904,0,1
E02001077,2015,68.98733113834906,0,0.1036,262,56.69847328244275,0,0
E02001077,2016,51.63909634565485,0,0.1036,232,58.17672413793103,0,0
E02001077,2017,67.31041684473124,0,0.1036,175,60.497142857142855,0,0
E02001077,2018,60.3586021856992,0,0.1036,203,60.01970443349754,0,0
E02001077,2019,54.37870710186268,0,0.1036,162,62.24691358024691,0,1
E02001077,2020,66.0980856977305,0,0.1036,153,62.95424836601307,0,1
E02001077,2021,64.5120132558024,0,0.1036,178,65.01123595505618,0,1
E02001077,2022,59.69262329796439,0,0.1036,189,65.92063492063492,0,1
E02001077,2023,63.73262993384347,0,0.1036,165,65.93333333333334,0,1
E02001077,2024,60.98842345813861,0,0.1036,169,66.20710059171597,0,1
E02001078,2015,142.30639234846925,1,0.1555,560,55.25892857142857,1,0
E02001078,2016,150.02588112942496,1,0.1555,378,57.15079365079365,1,0
E02001078,2017,163.0257998784678,1,0.1555,133,58.10526315789474,1,0
E02001078,2018,123.29190951940231,1,0.1555,145,61.92413793103448,1,0
E02001078,2019,170.7228206417846,1,0.1555,250,66.696,1,1
E02001078,2020,120.27690326082084,1,0.1555,187,61.41711229946524,1,1
E02001078,2021,145.6088005884129,1,0.1555,241,66.4149377593361,1,1
E02001078,2022,156.0227134638959,1,0.1555,301,68.44186046511628,1,1
E02001078,2023,151.69836628163156,1,0.1555,221,62.98190045248869,1,1
E02001078,2024,138.98260609956122,1,0.1555,220,67.79545454545455,1,1
E02001079,2015,200.97261152232213,1,0.2254,564,68.572695035461,1,0
E02001079,2016,195.12564175666955,1,0.2254,204,62.495098039215684,1,0
E02001079,2017,193.14783019527908,1,0.2254,115,65.8695652173913,1,0
E02001079,2018,222.68179027214026,1,0.2254,180,64.88333333333334,1,0
E02001079,2019,212.57173578045075,1,0.2254,251,66.08366533864542,1,1
E02001079,2020,201.28484244484034,1,0.2254,223,70.28699551569507,1,1
E02001079,2021,233.97017567533973,1,0.2254,157,65.71337579617834,1,1
E02001079,2022,221.8135544322703,1,0.2254,200,68.705,1,1
E02001079,2023,232.18993352914075,1,0.2254,149,69.66442953020135,1,1
E02001079,2024,228.42917679575385,1,0.2254,152,69.63815789473684,1,1
E02001080,2015,200.76833965909793,0,0.10840000000000001,280,63.135714285714286,0,0
E02001080,2016,206.65311833318242,0,0.10840000000000001,356,59.40449438202247,0,0
E02001080,2017,235.2758825776606,0,0.10840000000000001,266,66.59774436090225,0,0
E02001080,2018,232.27840611757387,0,0.10840000000000001,338,65.92603550295858,0,0
E02001080,2019,218.4588298295107,0,0.10840000000000001,525,65.11428571428571,0,1
E02001080,2020,232.43070883753788,0,0.10840000000000001,318,65.53459119496856,0,1
E02001080,2021,257.83239993923775,0,0.10840000000000001,273,68.12087912087912,0,1
E02001080,2022,216.911752121306,0,0.10840000000000001,349,66.92550143266476,0,1
E02001080,2023,241.83907891351726,0,0.10840000000000001,202,67.36633663366337,0,1
E02001080,2024,225.43589124227208,0,0.10840000000000001,226,68.48672566371681,0,1
E02001081,2015,149.19444818985224,0,0.10925,287,70.33101045296168,0,0
E02001081,2016,169.2723292314715,0,0.10925,160,62.64375,0,0
E02001081,2017,165.10318792161,0,0.10925,109,63.60550458715596,0,0
E02001081,2018,164.92159340288558,0,0.10925,133,61.45864661654135,0,0
E02001081,2019,172.42483169858582,0,0.10925,190,63.14736842105263,0,1
E02001081,2020,160.46045883043152,0,0.10925,148,62.33108108108108,0,1
E02001081,2021,170.54088482452687,0,0.10925,190,62.921052631578945,0,1
E02001081,2022,155.4081051778203,0,0.10925,173,64.8092485549133,0,1
E02001081,2023,165.08412367499633,0,0.10925,165,68.51515151515152,0,1
E02001081,2024,158.1552510148945,0,0.10925,157,65.77707006369427,0,1
E02001082,2015,161.74317254346045,0,0.1025,228,63.99561403508772,0,0
E02001082,2016,169.7231846810524,0,0.1025,280,61.42142857142857,0,0
E02001082,2017,147.082371968524,0,0.1025,171,58.37426900584796,0,0
E02001082,2018,193.70722622596884,0,0.1025,292,65.75342465753425,0,0
E02001082,2019,144.07406792679916,0,0.1025,346,65.02023121387283,0,1
E02001082,2020,148.74885546307007,0,0.1025,228,64.69298245614036,0,1
E02001082,2021,186.75057859594517,0,0.1025,198,65.14141414141415,0,1
E02001082,2022,180.88046719483063,0,0.1025,188,66.43085106382979,0,1
E02001082,2023,178.19660790216946,0,0.1025,218,68.3348623853211,0,1
E02001082,2024,178.26429901217395,0,0.1025,185,67.29729729729729,0,1
E02001083,2015,184.34206364045133,0,0.101,462,69.47402597402598,0,0
E02001083,2016,168.00764654381658,0,0.101,228,65.01315789473684,0,0
E02001083,2017,185.96721032771555,0,0.101,262,59.17557251908397,0,0
E02001083,2018,172.06985495134612,0,0.101,304,66.74013157894737,0,0
E02001083,2019,202.56569964694208,0,0.101,503,70.2465208747515,0,1
E02001083,2020,191.0822948505175,0,0.101,348,68.95402298850574,0,1
E02001083,2021,178.560460083268,0,0.101,292,69.3527397260274,0,1
E02001083,2022,187.8647475839206,0,0.101,342,68.39766081871345,0,1
E02001083,2023,201.41790239458888,0,0.101,280,70.70714285714286,0,1
E02001083,2024,183.39194803656207,0,0.101,277,71.17689530685921,0,1
E02001084,2015,107.08247775709701,0,0.1366,294,62.173469387755105,0,0
E02001084,2016,119.51904003505881,0,0.1366,232,60.116379310344826,0,0
E02001084,2017,119.5339670657367,0,0.1366,125,65.936,0,0
E02001084,2018,110.76099994590331,0,0.1366,221,63.710407239819006,0,0
E02001084,2019,111.17992288613377,0,0.1366,319,65.59561128526646,0,1
E02001084,2020,125.21705120811521,0,0.1366,159,64.16352201257861,0,1
E02001084,2021,105.61395009883265,0,0.1366,235,67.76595744680851,0,1
E02001084,2022,106.08789381535959,0,0.1366,180,64.66111111111111,0,1
E02001084,2023,114.12708457299951,0,0.1366,170,66.71764705882353,0,1
E02001084,2024,120.01917828162989,0,0.1366,185,68.84324324324324,0,1
E02001085,2015,307.6294329281888,1,0.2924,580,69.50344827586207,1,0
E02001085,2016,342.37115435380366,1,0.2924,199,67.26130653266331,1,0
E02001085,2017,323.9419664625042,1,0.2924,127,70.8267716535433,1,0
E02001085,2018,293.581579579441,1,0.2924,82,64.90243902439025,1,0
E02001085,2019,297.7860449717126,1,0.2924,116,66.65517241379311,1,1
E02001085,2020,283.360265546047,1,0.2924,91,63.9010989010989,1,1
E02001085,2021,312.7187242932008,1,0.2924,169,62.94082840236686,1,1
E02001085,2022,304.65884136388047,1,0.2924,108,64.0925925925926,1,1
E02001085,2023,322.8994879719974,1,0.2924,108,67.43518518518519,1,1
E02001085,2024,288.59035354059563,1,0.2924,110,69.15454545454546,1,1
E02001086,2015,151.49542075949566,1,0.1915,280,65.53214285714286,1,0
E02001086,2016,166.0898927294979,1,0.1915,153,62.052287581699346,1,0
E02001086,2017,142.44967984598372,1,0.1915,114,67.96491228070175,1,0
E02001086,2018,149.8012915369801,1,0.1915,106,64.94339622641509,1,0
